"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat","dose1_crmmc_selec","dose2_crmmc_selec","dose3_crmmc_selec","dose4_crmmc_selec","dose5_crmmc_selec"
"1",30,1,1.34128571428571,100,NA,NA,100,0,0,0,0,97.85,1.44,0.82,0.81,0.08,100,0,0,0,0
"2",30,3,1.47142857142857,100,NA,NA,99,1,0,0,0,93.05,4.87,1.5,1.27,0.31,99,1,0,0,0
"3",30,5,1.379,100,NA,NA,3,50,46,1,0,30.5,39.17,27.18,3.15,1,3,51,45,1,0
"4",20,1,1.54642857142857,100,NA,NA,100,0,0,0,0,95.44,3.28,1.15,0.94,0.19,100,0,0,0,0
"5",20,3,1.38042857142857,100,NA,NA,15,72,13,0,0,43.23,43.87,11.43,1.87,0.6,16,70,14,0,0
"6",20,5,1.52328571428571,100,NA,NA,0,1,48,41,10,12.36,15.46,36.97,28.69,7.52,0,1,44,47,8
"7",30,1,1.361,100,NA,NA,100,0,0,0,0,96.47,2.1,1.1,1.1,0.23,100,0,0,0,0
"8",30,3,1.53371428571428,100,NA,NA,41,56,3,0,0,61.59,32.31,5.21,1.28,0.61,38,60,2,0,0
"9",30,5,1.35828571428571,100,NA,NA,0,5,61,34,0,18.4,23.24,37.85,18.94,2.57,0,4,60,36,0
"10",20,1,1.71228571428571,100,NA,NA,65,35,0,0,0,70.71,25.17,2.82,1.65,0.65,61,39,0,0,0
"11",20,3,1.24057142857143,100,NA,NA,0,17,66,17,0,18.43,27.65,41.34,11.71,1.87,0,15,68,17,0
"12",20,5,1.55614285714286,100,NA,NA,0,0,9,35,56,8.16,10.31,20.44,33.45,28.64,0,0,8,36,56
"13",30,1,1.20471428571429,100,NA,NA,100,0,0,0,0,98.84,1.13,0.54,0.47,0.02,100,0,0,0,0
"14",30,3,1.75228571428571,100,NA,NA,100,0,0,0,0,97.41,1.78,0.86,0.81,0.14,100,0,0,0,0
"15",30,5,1.43714285714286,100,NA,NA,59,41,0,0,0,69.64,25.75,3.54,1.52,0.55,58,42,0,0,0
"16",20,1,1.25942857142857,100,NA,NA,100,0,0,0,0,97.73,1.46,0.89,0.79,0.13,100,0,0,0,0
"17",20,3,1.93128571428571,100,NA,NA,97,3,0,0,0,91.38,5.97,1.73,1.56,0.36,97,3,0,0,0
"18",20,5,1.40542857142857,100,NA,NA,2,22,69,7,0,21.85,31.84,38.23,7.56,1.52,2,23,68,7,0
"19",30,1,0.718428571428571,60,NA,NA,100,0,0,0,0,96.8166666666667,2.33333333333333,1.1,1.31666666666667,0.1,100,0,0,0,0
"20",30,3,0.927285714285714,60,NA,NA,97,3,0,0,0,89.6833333333333,7.53333333333333,2.15,2.03333333333333,0.266666666666667,97,3,0,0,0
"21",30,5,0.814857142857143,60,NA,NA,17,54,27,2,0,45.2,34.0666666666667,16.2833333333333,4.41666666666667,1.7,16,55,26,3,0
"22",20,1,0.856857142857143,60,NA,NA,100,0,0,0,0,93.65,4.15,1.61666666666667,1.91666666666667,0.333333333333333,100,0,0,0,0
"23",20,3,0.976857142857143,60,NA,NA,37,52,11,0,0,58.1333333333333,27.9166666666667,10.8,3.26666666666667,1.55,38,51,11,0,0
"24",20,5,0.784571428571429,60,NA,NA,0,14,39,41,6,16.8833333333333,21.8833333333333,31.55,23.9833333333333,7.36666666666667,0,14,38,42,6
"25",30,1,0.680714285714286,60,NA,NA,100,0,0,0,0,93.5,4.35,1.66666666666667,1.76666666666667,0.383333333333333,100,0,0,0,0
"26",30,3,0.779285714285714,60,NA,NA,59,36,5,0,0,69.6,22.4333333333333,5.61666666666667,2.53333333333333,1.48333333333333,60,36,4,0,0
"27",30,5,0.972428571428571,60,NA,NA,1,16,57,26,0,22.8166666666667,28.4833333333333,34.5,13.4166666666667,2.45,1,19,55,25,0
"28",20,1,1.03885714285714,60,NA,NA,70,26,4,0,0,68.6,21.75,6.65,3.31666666666667,1.35,68,29,3,0,0
"29",20,3,0.966,60,NA,NA,8,28,50,14,0,27.7,30.35,29.05,11.65,2.91666666666667,7,31,48,14,0
"30",20,5,0.817285714285714,60,NA,NA,0,1,20,47,32,13.7,15.5666666666667,24,30.75,17.65,0,1,18,49,32
"31",30,1,0.733571428571429,60,NA,NA,100,0,0,0,0,97.8833333333333,1.93333333333333,1.06666666666667,0.733333333333333,0.05,100,0,0,0,0
"32",30,3,0.779428571428571,60,NA,NA,100,0,0,0,0,94.3666666666667,3.31666666666667,1.73333333333333,1.8,0.45,100,0,0,0,0
"33",30,5,0.618428571428572,60,NA,NA,78,18,4,0,0,75.85,16.4,5.93333333333333,2.33333333333333,1.15,77,18,5,0,0
"34",20,1,1.03257142857143,60,NA,NA,100,0,0,0,0,96.2833333333333,2.78333333333333,1.31666666666667,1.08333333333333,0.2,100,0,0,0,0
"35",20,3,0.919428571428571,60,NA,NA,90,9,1,0,0,87.3166666666667,9.31666666666667,2.36666666666667,2.1,0.566666666666667,90,10,0,0,0
"36",20,5,0.943428571428571,60,NA,NA,9,47,38,6,0,33.85,34.1,24.3833333333333,6.8,2.53333333333333,7,50,36,7,0
"37",30,1,0.409285714285714,30,NA,NA,100,0,0,0,0,93.0333333333333,5.16666666666667,2.23333333333333,2.6,0.3,100,0,0,0,0
"38",30,3,0.354857142857143,30,NA,NA,96,4,0,0,0,78.7333333333333,12.9333333333333,5.53333333333333,4.36666666666667,1.76666666666667,94,6,0,0,0
"39",30,5,0.400714285714286,30,NA,NA,63,25,9,3,0,54.5333333333333,24.5333333333333,12.6,8.1,3.56666666666667,62,26,11,1,0
"40",20,1,0.307285714285714,30,NA,NA,99,1,0,0,0,85.5,8.83333333333333,4,4.1,0.9,99,1,0,0,0
"41",20,3,0.344857142857143,30,NA,NA,67,26,6,1,0,64.4,20.0333333333333,10.2,6.23333333333333,2.46666666666667,65,28,6,1,0
"42",20,5,0.443,30,NA,NA,30,30,25,13,2,34,25.0666666666667,21.1666666666667,13.9666666666667,9.13333333333333,33,26,28,12,1
"43",30,1,0.472,30,NA,NA,98,2,0,0,0,85,8.6,4.56666666666667,4.4,0.766666666666667,98,2,0,0,0
"44",30,3,0.394857142857143,30,NA,NA,75,19,6,0,0,59.9666666666667,22.1,9.73333333333333,7.86666666666667,3.66666666666667,73,25,2,0,0
"45",30,5,0.459571428571429,30,NA,NA,36,25,27,10,2,36.4666666666667,28.3666666666667,19.1,12.6333333333333,6.76666666666667,29,34,23,10,4
"46",20,1,0.453428571428572,30,NA,NA,85,13,1,1,0,71.8666666666667,16.7333333333333,6.83333333333333,5.63333333333333,2.26666666666667,85,14,1,0,0
"47",20,3,0.360142857142857,30,NA,NA,32,36,22,10,0,36.9666666666667,28.1666666666667,19.3666666666667,12.9,5.93333333333333,30,37,23,9,1
"48",20,5,0.367857142857143,30,NA,NA,1,23,30,27,19,15.9666666666667,22.2,24.7666666666667,23.1333333333333,17.2666666666667,2,16,37,29,16
"49",30,1,0.464428571428572,30,NA,NA,100,0,0,0,0,95.3,4.16666666666667,2.16666666666667,1.5,0.2,100,0,0,0,0
"50",30,3,0.504428571428571,30,NA,NA,100,0,0,0,0,87.9,7.43333333333333,3.53333333333333,3.7,0.766666666666667,100,0,0,0,0
"51",30,5,0.416857142857143,30,NA,NA,75,23,1,1,0,67.3,18.6333333333333,8.4,6.4,2.6,76,19,5,0,0
"52",20,1,0.380142857142857,30,NA,NA,100,0,0,0,0,92.8,5.9,2.46666666666667,2.06666666666667,0.1,100,0,0,0,0
"53",20,3,0.435857142857143,30,NA,NA,97,3,0,0,0,81.1,11.9333333333333,5.03333333333333,4.53333333333333,0.733333333333333,98,2,0,0,0
"54",20,5,0.493142857142857,30,NA,NA,45,34,18,3,0,44.7333333333333,28.1,17.9666666666667,8.53333333333333,4,43,34,21,2,0
