"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat","dose1_crmmc_selec","dose2_crmmc_selec","dose3_crmmc_selec","dose4_crmmc_selec","dose5_crmmc_selec"
"1",30,1,1.26128571428571,100,NA,NA,100,0,0,0,0,95.06,2.73,1.43,1.4,0.38,100,0,0,0,0
"2",30,3,1.51728571428571,100,NA,NA,93,7,0,0,0,82.34,11.68,3.31,2.4,1.27,91,9,0,0,0
"3",30,5,1.21628571428571,100,NA,NA,2,40,58,0,0,19.66,38.87,34.7,6.02,1.75,1,37,62,0,0
"4",20,1,1.31428571428571,100,NA,NA,99,1,0,0,0,89.46,5.95,2.59,2.13,0.87,99,1,0,0,0
"5",20,3,1.60614285714286,100,NA,NA,14,55,31,0,0,29.66,42.19,22.7,4.11,2.34,13,58,29,0,0
"6",20,5,1.51885714285714,100,NA,NA,0,1,29,62,8,5.91,11.53,35.26,36.84,11.46,0,1,28,64,7
"7",30,1,1.21357142857143,100,NA,NA,100,0,0,0,0,91.56,4.32,2.16,2.09,0.87,100,0,0,0,0
"8",30,3,1.70314285714286,100,NA,NA,30,63,7,0,0,44.23,40.39,11.05,3.22,2.11,26,65,9,0,0
"9",30,5,1.37742857142857,100,NA,NA,0,1,48,48,3,7.14,15.05,40.37,30.62,7.82,0,1,47,48,4
"10",20,1,1.66314285714286,100,NA,NA,49,51,0,0,0,54.81,34.82,6.43,2.89,2.05,48,52,0,0,0
"11",20,3,1.43342857142857,100,NA,NA,1,8,63,27,1,12.01,20.87,40.56,22.67,4.89,1,9,62,27,1
"12",20,5,1.62428571428571,100,NA,NA,0,0,3,26,71,3.39,6.47,14.18,33.82,43.14,0,0,2,28,70
"13",30,1,1.25571428571429,100,NA,NA,100,0,0,0,0,96.36,1.75,1.1,1.44,0.35,100,0,0,0,0
"14",30,3,1.34857142857143,100,NA,NA,100,0,0,0,0,94.27,2.6,1.51,1.74,0.88,100,0,0,0,0
"15",30,5,1.33,100,NA,NA,44,52,4,0,0,54.53,33.69,7.93,3.08,1.77,45,51,4,0,0
"16",20,1,1.38042857142857,100,NA,NA,100,0,0,0,0,94.34,2.82,1.58,1.69,0.57,100,0,0,0,0
"17",20,3,1.494,100,NA,NA,89,11,0,0,0,78.46,14.43,3.64,2.64,1.83,89,11,0,0,0
"18",20,5,1.51314285714286,100,NA,NA,0,14,80,6,0,14.36,29.29,45.52,8.97,2.86,1,14,79,6,0
"19",30,1,0.889285714285714,60,NA,NA,100,0,0,0,0,92.4333333333333,3.96666666666667,2.11666666666667,2.53333333333333,0.616666666666667,100,0,0,0,0
"20",30,3,0.910857142857143,60,NA,NA,89,10,1,0,0,80.3,11.4333333333333,4.65,3.31666666666667,1.96666666666667,88,12,0,0,0
"21",30,5,0.638714285714286,60,NA,NA,12,42,41,5,0,25.9166666666667,33.35,26.6166666666667,10.9,4.88333333333333,11,43,41,5,0
"22",20,1,0.908428571428572,60,NA,NA,97,3,0,0,0,82.8166666666667,9.53333333333333,3.6,3.36666666666667,2.35,99,1,0,0,0
"23",20,3,0.910714285714286,60,NA,NA,27,45,28,0,0,41.1,33.7666666666667,16.7333333333333,6.33333333333333,3.73333333333333,30,42,28,0,0
"24",20,5,0.997428571428571,60,NA,NA,1,8,36,48,7,11.9,17.5333333333333,32.2,27.8333333333333,12.2,0,9,35,47,9
"25",30,1,0.972,60,NA,NA,98,2,0,0,0,85.4,7.56666666666667,3.36666666666667,3.58333333333333,1.75,98,2,0,0,0
"26",30,3,0.997428571428571,60,NA,NA,34,54,12,0,0,45.4,35.0833333333333,13.35,4.88333333333333,2.95,35,54,11,0,0
"27",30,5,0.887,60,NA,NA,0,17,46,29,8,14.6,23.2,30.8833333333333,22.25,10.7333333333333,0,13,51,27,9
"28",20,1,0.736,60,NA,NA,49,49,2,0,0,55.5833333333333,29.85,8.01666666666667,5.06666666666667,3.15,46,51,3,0,0
"29",20,3,0.667857142857143,60,NA,NA,1,24,45,29,1,13.9833333333333,26.9166666666667,33.0333333333333,19.05,8.68333333333333,1,23,50,25,1
"30",20,5,0.830142857142857,60,NA,NA,0,1,9,42,48,6.75,11.7666666666667,19.2833333333333,30,33.8666666666667,0,1,12,41,46
"31",30,1,0.968285714285714,60,NA,NA,100,0,0,0,0,95.25,2.76666666666667,1.48333333333333,1.8,0.366666666666667,100,0,0,0,0
"32",30,3,0.875714285714286,60,NA,NA,100,0,0,0,0,90.5833333333333,4.51666666666667,2.41666666666667,2.85,1.3,100,0,0,0,0
"33",30,5,0.871,60,NA,NA,61,35,3,1,0,58.95,26.35,9.38333333333333,4.6,2.38333333333333,62,33,5,0,0
"34",20,1,0.780142857142857,60,NA,NA,100,0,0,0,0,91.9,3.75,2.31666666666667,2.75,0.95,100,0,0,0,0
"35",20,3,0.788285714285714,60,NA,NA,83,16,1,0,0,70.1166666666667,17.5833333333333,7.41666666666667,4.28333333333333,2.26666666666667,79,20,1,0,0
"36",20,5,0.893,60,NA,NA,8,37,47,8,0,25.6166666666667,30.7,27.85,11.3166666666667,6.18333333333333,6,34,52,8,0
"37",30,1,0.474857142857143,30,NA,NA,100,0,0,0,0,84.3,7.6,4.16666666666667,5.03333333333333,2.23333333333333,100,0,0,0,0
"38",30,3,0.529714285714286,30,NA,NA,84,16,0,0,0,63.4,17.4333333333333,10.5,6.86666666666667,5.13333333333333,85,13,2,0,0
"39",30,5,0.492571428571429,30,NA,NA,45,26,24,5,0,37.2333333333333,25.7666666666667,19.4666666666667,12.2,8.66666666666667,42,31,23,4,0
"40",20,1,0.394857142857143,30,NA,NA,92,8,0,0,0,70.9,15.5333333333333,6.3,6.7,3.9,95,5,0,0,0
"41",20,3,0.476285714285714,30,NA,NA,53,28,14,4,1,39.5333333333333,25.7333333333333,17.4666666666667,11.8666666666667,8.73333333333333,51,29,16,3,1
"42",20,5,0.405142857142857,30,NA,NA,16,29,29,17,9,19.2,23.4666666666667,23.0333333333333,19.2,18.4333333333333,13,25,34,16,12
"43",30,1,0.357714285714286,30,NA,NA,97,3,0,0,0,74.1333333333333,11.9,6.73333333333333,6.73333333333333,3.83333333333333,98,2,0,0,0
"44",30,3,0.325857142857143,30,NA,NA,71,13,15,1,0,47.8333333333333,22.9333333333333,16.1,9.53333333333333,6.93333333333333,69,17,13,1,0
"45",30,5,0.467714285714286,30,NA,NA,10,29,31,25,5,18.1,23.3,25.7666666666667,20.8333333333333,15.3333333333333,12,26,31,27,4
"46",20,1,0.462,30,NA,NA,66,23,9,2,0,52.8333333333333,20.9333333333333,16.0666666666667,8.9,4.6,69,20,10,1,0
"47",20,3,0.416285714285714,30,NA,NA,18,33,30,13,6,22.3,22.4,21.6666666666667,19.3666666666667,17.6,16,29,35,18,2
"48",20,5,0.485285714285714,30,NA,NA,2,10,33,21,34,11.6333333333333,17.5,21.2333333333333,22.5333333333333,30.4333333333333,3,10,26,28,33
"49",30,1,0.355285714285714,30,NA,NA,100,0,0,0,0,86.6666666666667,6.73333333333333,4.16666666666667,4.9,0.866666666666667,100,0,0,0,0
"50",30,3,0.387857142857143,30,NA,NA,99,1,0,0,0,80.4333333333333,10.1333333333333,5.86666666666667,5.1,1.8,99,1,0,0,0
"51",30,5,0.532,30,NA,NA,73,19,6,2,0,54.4,19,13.2333333333333,9.76666666666667,6.93333333333333,73,17,8,2,0
"52",20,1,0.465714285714286,30,NA,NA,99,1,0,0,0,81.3333333333333,9.46666666666667,5.33333333333333,5.2,2,99,1,0,0,0
"53",20,3,0.358714285714286,30,NA,NA,85,11,4,0,0,62.4,17.7333333333333,11.3,8.16666666666667,3.73333333333333,88,8,4,0,0
"54",20,5,0.363571428571429,30,NA,NA,31,38,21,9,1,30.0666666666667,28.2333333333333,18.9666666666667,14.1666666666667,11.9,32,35,26,6,1
