"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat","dose1_crmmc_selec","dose2_crmmc_selec","dose3_crmmc_selec","dose4_crmmc_selec","dose5_crmmc_selec"
"1",30,1,1.43385714285714,100,NA,NA,100,0,0,0,0,97.62,1.76,0.68,0.82,0.12,100,0,0,0,0
"2",30,3,1.47585714285714,100,NA,NA,100,0,0,0,0,94.03,3.82,1.55,1.29,0.31,100,0,0,0,0
"3",30,5,1.46314285714286,100,NA,NA,2,51,47,0,0,28.73,43.88,24.97,2.43,0.99,2,50,48,0,0
"4",20,1,1.699,100,NA,NA,100,0,0,0,0,94.89,2.95,1.75,1.18,0.23,100,0,0,0,0
"5",20,3,1.52285714285714,100,NA,NA,15,69,16,0,0,41,44.66,12.82,1.8,0.72,13,72,15,0,0
"6",20,5,1.56471428571429,100,NA,NA,0,3,48,45,4,14.58,15.79,40.28,25.4,4.95,0,3,48,45,4
"7",30,1,1.61671428571428,100,NA,NA,100,0,0,0,0,96.44,2.28,1.1,0.94,0.24,100,0,0,0,0
"8",30,3,1.49071428571429,100,NA,NA,38,57,5,0,0,56.96,35.11,6.53,1.74,0.66,37,58,5,0,0
"9",30,5,1.73514285714286,100,NA,NA,0,10,51,37,2,16.63,25.23,35.76,20.25,3.13,0,10,52,37,1
"10",20,1,1.33171428571429,100,NA,NA,64,35,1,0,0,74.39,21.22,3.48,1.4,0.51,65,34,1,0,0
"11",20,3,1.45471428571429,100,NA,NA,1,12,69,18,0,17.96,26.5,43.06,12.18,1.3,1,12,69,18,0
"12",20,5,1.45757142857143,100,NA,NA,0,0,4,42,54,6.4,9.12,19.94,35.11,30.43,0,0,5,42,53
"13",30,1,1.45471428571429,100,NA,NA,100,0,0,0,0,98.5,1.18,0.7,0.55,0.07,100,0,0,0,0
"14",30,3,1.05042857142857,100,NA,NA,100,0,0,0,0,97.13,1.74,1.05,0.97,0.11,100,0,0,0,0
"15",30,5,1.70271428571429,100,NA,NA,60,39,1,0,0,71.86,22.51,3.77,1.94,0.92,60,38,2,0,0
"16",20,1,1.64014285714286,100,NA,NA,100,0,0,0,0,97.93,1.49,0.73,0.71,0.14,100,0,0,0,0
"17",20,3,1.36371428571429,100,NA,NA,88,11,1,0,0,85.66,10.52,2.54,1.71,0.57,89,10,1,0,0
"18",20,5,1.46414285714286,100,NA,NA,0,27,69,4,0,21.24,32.53,38.74,7.14,1.35,0,27,67,6,0
