"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat"
"1",30,1,145.834285714282,100,28.2,47.48,51,49,0,0,0,47.28,45.85,6.59,0.98,0.3
"2",30,3,146.997142857139,100,24.18,42.67,1,13,78,8,0,6.25,22.09,58.92,11.87,1.87
"3",30,5,144.127142857139,100,22.18,41.55,0,0,0,31,69,1.45,2.11,7.07,31.46,58.91
"4",20,1,146.645714285711,100,18.55,37.63,65,35,0,0,0,66.09,31.28,2.87,0.56,0.2
"5",20,3,143.538571428568,100,15.97,33.07,1,19,77,3,0,7.85,25.31,55.55,9.94,2.35
"6",20,5,147.855714285711,100,15.05,30.29,0,0,1,48,51,2.47,3.38,11.98,39.84,43.33
"7",30,1,147.537142857139,100,32.48,36.67,4,58,38,0,0,11.19,49.79,36.51,2.92,0.59
"8",30,3,146.692857142854,100,31.62,35.13,0,0,30,65,5,1.99,4.32,26.38,54.24,14.07
"9",30,5,144.055714285711,100,24.89,29.32,0,0,0,0,100,1.04,1.03,2.14,6.01,90.78
"10",20,1,146.46714285714,100,22.64,27.22,2,63,35,0,0,12.83,52.1,32.68,2.61,0.78
"11",20,3,145.284285714283,100,20.91,26.74,0,0,20,51,29,2.84,5.97,21.87,42.03,28.29
"12",20,5,147.135714285711,100,15.84,20.29,0,0,0,0,100,1.65,1.83,2.91,6.18,88.43
"13",30,1,146.284285714282,100,25.34,59.13,98,2,0,0,0,87.85,10.06,2.33,0.65,0.11
"14",30,3,145.001428571425,100,21.17,49.01,29,66,5,0,0,31.86,53.38,13.78,1.57,0.41
"15",30,5,143.54571428571,100,18.34,46.38,0,5,51,44,0,2.44,9.39,47.37,35.07,6.73
"16",20,1,145.739999999996,100,16.9,48.73,100,0,0,0,0,94.66,5.27,1.04,0.03,0
"17",20,3,146.481428571425,100,13.35,38.87,19,71,10,0,0,29.16,52.38,17.03,1.65,0.78
"18",20,5,147.157142857139,100,11.09,35.4,0,3,61,33,3,4.08,12.67,49.2,26.56,8.49
"19",30,1,88.5228571428564,60,15,26.09,42,54,4,0,0,42.4833333333333,49.55,8.06666666666667,1.36666666666667,0.2
"20",30,3,87.654285714285,60,13.94,22.3,0,22,70,8,0,7.6,25.1166666666667,53.65,12.7166666666667,2.58333333333333
"21",30,5,88.0185714285705,60,11.96,20.75,0,0,4,30,66,2.66666666666667,3.76666666666667,11.4166666666667,28.3833333333333,55.4333333333333
"22",20,1,87.9857142857136,60,10.28,20.01,65,35,0,0,0,62.4166666666667,33,5.46666666666667,0.6,0.183333333333333
"23",20,3,86.4157142857138,60,8.68,16.39,1,24,59,15,1,10.8333333333333,29.2833333333333,44.15,14.3166666666667,3.08333333333333
"24",20,5,87.1828571428564,60,7.57,15.58,0,0,8,30,62,3.61666666666667,4.33333333333333,15.1666666666667,27.7333333333333,50.8166666666667
"25",30,1,87.6657142857138,60,17.11,20.89,2,61,36,1,0,14.0166666666667,48.4,31.9,6.05,1.3
"26",30,3,87.2557142857136,60,17.28,19.01,0,2,32,57,9,2.75,5.85,27.7166666666667,43.9666666666667,21.3833333333333
"27",30,5,88.811428571428,60,12.32,15.64,0,0,0,5,95,1.95,1.96666666666667,4.8,11.2,81.75
"28",20,1,87.3114285714284,60,12.56,15.43,5,49,41,5,0,16.8166666666667,38.2,34.6666666666667,9.51666666666667,2.46666666666667
"29",20,3,87.5742857142849,60,10.8,13.48,0,1,24,45,30,4.56666666666667,9.46666666666667,24.95,36.15,26.5333333333333
"30",20,5,87.8999999999994,60,7.74,10.34,0,0,0,1,99,2.3,2.35,4.88333333333333,9.03333333333333,83.1
"31",30,1,86.4642857142854,60,14.86,32.64,98,2,0,0,0,88.5,9.95,1.88333333333333,1.25,0.0833333333333333
"32",30,3,87.3614285714279,60,11.06,27.09,22,72,6,0,0,29.3166666666667,52.7,16.9833333333333,2.1,0.566666666666667
"33",30,5,88.8585714285711,60,9.46,24.8,0,13,54,30,3,6.21666666666667,17.7166666666667,41.85,26.0333333333333,9.85
"34",20,1,88.007142857142,60,9.47,27.18,99,1,0,0,0,91.3166666666667,8.46666666666667,1.51666666666667,0.333333333333333,0.0333333333333333
"35",20,3,88.3771428571423,60,7.12,19.82,30,59,11,0,0,39.5333333333333,46.2666666666667,13.4333333333333,2.01666666666667,0.416666666666667
"36",20,5,89.0085714285706,60,6.11,18.27,0,9,47,37,7,6.8,17.4,38.5666666666667,26.2333333333333,12.6666666666667
"37",30,1,45.3771428571431,30,5.4,10.44,50,40,10,0,0,52.4333333333333,33.5666666666667,14.9,2.06666666666667,0.366666666666667
"38",30,3,45.1828571428574,30,4.74,9.18,3,24,46,19,8,13.4333333333333,25.4666666666667,34.0333333333333,17.7333333333333,12.6666666666667
"39",30,5,43.884285714286,30,3.79,7.48,0,2,10,35,53,5.26666666666667,7.53333333333333,18.2333333333333,27.8666666666667,44.4333333333333
"40",20,1,45.8000000000002,30,3.77,7.44,48,42,10,0,0,54.9333333333333,36.4333333333333,9.63333333333333,1.8,0.533333333333333
