"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat","dose1_crmmc_selec","dose2_crmmc_selec","dose3_crmmc_selec","dose4_crmmc_selec","dose5_crmmc_selec"
"1",30,1,1.46914285714286,100,NA,NA,100,0,0,0,0,95.39,2.56,1.27,1.38,0.4,100,0,0,0,0
"2",30,3,1.46942857142857,100,NA,NA,97,3,0,0,0,83.14,11.03,3.07,2.45,1.31,97,3,0,0,0
"3",30,5,1.53357142857143,100,NA,NA,0,29,69,2,0,15.38,33.26,40.26,9.49,2.61,0,31,66,3,0
"4",20,1,1.24928571428571,100,NA,NA,100,0,0,0,0,88.67,6.84,2.36,2.07,1.06,99,1,0,0,0
"5",20,3,1.50328571428571,100,NA,NA,10,58,32,0,0,28.37,44.61,21.64,3.91,2.47,9,60,31,0,0
"6",20,5,1.329,100,NA,NA,0,0,32,63,5,7.52,11.12,36.71,37.26,8.39,0,0,34,60,6
"7",30,1,1.538,100,NA,NA,100,0,0,0,0,90.28,5.27,2.05,2.22,1.18,100,0,0,0,0
"8",30,3,1.513,100,NA,NA,26,65,9,0,0,39.66,43.29,11.99,3.75,2.31,29,62,9,0,0
"9",30,5,1.36085714285714,100,NA,NA,0,0,54,44,2,9.07,16.22,38.87,30.21,6.63,0,0,56,43,1
"10",20,1,1.26428571428571,100,NA,NA,49,46,5,0,0,51.28,36.42,8.47,2.97,1.86,49,46,5,0,0
"11",20,3,1.60742857142857,100,NA,NA,0,5,76,19,0,10.77,22.34,46.44,17.8,3.65,0,4,78,18,0
"12",20,5,1.506,100,NA,NA,0,0,4,39,57,4.48,7.85,16.23,37.37,35.07,0,0,4,39,57
"13",30,1,1.57885714285714,100,NA,NA,100,0,0,0,0,96.87,1.73,0.99,1.12,0.29,100,0,0,0,0
"14",30,3,1.43814285714286,100,NA,NA,100,0,0,0,0,93.83,2.63,1.9,1.97,0.67,100,0,0,0,0
"15",30,5,1.39328571428571,100,NA,NA,47,51,2,0,0,59.42,30.87,5.91,3.05,1.75,47,53,0,0,0
"16",20,1,1.82314285714286,100,NA,NA,100,0,0,0,0,94.68,2.91,1.36,1.62,0.43,100,0,0,0,0
"17",20,3,1.70514285714286,100,NA,NA,87,13,0,0,0,77.37,16.01,3.15,3.04,1.43,84,16,0,0,0
"18",20,5,1.35528571428571,100,NA,NA,0,28,68,4,0,15.23,33.05,40.96,8.64,3.12,0,28,65,7,0
"19",30,1,1.294,60,NA,NA,100,0,0,0,0,91.9,3.8,2.2,2.91666666666667,0.85,100,0,0,0,0
"20",30,3,0.917428571428571,60,NA,NA,96,4,0,0,0,81.0833333333333,11,4.21666666666667,3.65,1.71666666666667,95,5,0,0,0
"21",30,5,0.778428571428572,60,NA,NA,13,47,34,6,0,30.95,33.5833333333333,23.3166666666667,9.56666666666667,4.25,12,49,32,7,0
"22",20,1,1.07742857142857,60,NA,NA,98,2,0,0,0,83.15,9.18333333333333,3.86666666666667,3.73333333333333,1.73333333333333,97,3,0,0,0
"23",20,3,0.756,60,NA,NA,23,55,22,0,0,42.0833333333333,36.1833333333333,14.6666666666667,5.73333333333333,3,23,53,24,0,0
"24",20,5,0.955857142857143,60,NA,NA,0,7,41,42,10,13.4666666666667,19.2833333333333,30.3166666666667,24.8166666666667,13.7833333333333,0,5,47,40,8
"25",30,1,0.917428571428571,60,NA,NA,100,0,0,0,0,88.9166666666667,5.11666666666667,2.73333333333333,3.21666666666667,1.68333333333333,100,0,0,0,0
"26",30,3,0.933571428571428,60,NA,NA,49,39,12,0,0,48.9666666666667,30.25,13.2166666666667,5.95,3.28333333333333,46,40,14,0,0
"27",30,5,0.963,60,NA,NA,0,7,57,34,2,12.3833333333333,19.9833333333333,37.7833333333333,21.9666666666667,9.55,0,6,54,38,2
"28",20,1,0.814571428571429,60,NA,NA,58,37,5,0,0,58.8666666666667,26.0333333333333,8.38333333333333,4.95,3.43333333333333,59,37,4,0,0
"29",20,3,0.864571428571429,60,NA,NA,4,24,49,20,3,16.1166666666667,26.15,31.3166666666667,20.15,7.93333333333333,4,26,46,21,3
"30",20,5,0.825,60,NA,NA,0,0,7,45,48,3.75,9.1,18.6833333333333,31.0666666666667,39.0666666666667,0,0,7,46,47
"31",30,1,0.978,60,NA,NA,100,0,0,0,0,95.0166666666667,2.51666666666667,1.81666666666667,1.9,0.416666666666667,100,0,0,0,0
"32",30,3,0.715571428571429,60,NA,NA,100,0,0,0,0,88.9,6.13333333333333,2.91666666666667,2.66666666666667,1.05,100,0,0,0,0
"33",30,5,0.781571428571428,60,NA,NA,58,34,7,1,0,57.7,27.3166666666667,9.71666666666667,4.3,2.63333333333333,58,35,6,1,0
"34",20,1,0.888857142857143,60,NA,NA,100,0,0,0,0,91.05,4.15,2.5,2.68333333333333,1.28333333333333,100,0,0,0,0
"35",20,3,0.724142857142857,60,NA,NA,78,20,2,0,0,68.3,19.3166666666667,6.75,4.56666666666667,2.73333333333333,79,19,2,0,0
"36",20,5,0.974142857142857,60,NA,NA,3,34,53,10,0,24.5,30.5333333333333,29.6333333333333,11.6166666666667,5.38333333333333,2,34,55,9,0
"37",30,1,0.431428571428572,30,NA,NA,100,0,0,0,0,83.8666666666667,7.8,4.86666666666667,4.96666666666667,1.83333333333333,100,0,0,0,0
"38",30,3,0.335857142857143,30,NA,NA,90,8,2,0,0,68.2,15.1666666666667,8,7.7,4.26666666666667,89,9,1,1,0
"39",30,5,0.407142857142857,30,NA,NA,36,29,26,7,2,35.7,23.1666666666667,19.9666666666667,14.6666666666667,9.83333333333333,36,29,24,9,2
"40",20,1,0.534,30,NA,NA,90,8,2,0,0,72,14.6666666666667,6.26666666666667,6.56666666666667,3.83333333333333,93,7,0,0,0
"41",20,3,0.478142857142857,30,NA,NA,55,25,16,3,1,45.9,23.8666666666667,14,11.7666666666667,7.8,60,21,15,4,0
"42",20,5,0.391142857142857,30,NA,NA,10,32,28,22,8,22.2666666666667,21.9666666666667,21.7,19.4333333333333,17.9666666666667,11,31,26,23,9
"43",30,1,0.335857142857143,30,NA,NA,97,3,0,0,0,76.4333333333333,13.0333333333333,5.86666666666667,5.06666666666667,2.93333333333333,97,2,1,0,0
"44",30,3,0.444857142857143,30,NA,NA,62,32,6,0,0,48.7333333333333,21.8,14.5,10.0333333333333,8.26666666666667,56,31,12,1,0
"45",30,5,0.419714285714286,30,NA,NA,14,25,38,18,5,24.7333333333333,27.3,23.0666666666667,15.2,13.0333333333333,16,24,39,17,4
"46",20,1,0.537714285714286,30,NA,NA,64,24,11,1,0,49.7333333333333,24.9,13.6,9.9,5.2,65,26,7,2,0
"47",20,3,0.413571428571429,30,NA,NA,20,33,28,14,5,22.4666666666667,26.5,23.8666666666667,16.6333333333333,13.8666666666667,15,32,36,13,4
"48",20,5,0.470142857142857,30,NA,NA,5,10,29,26,30,10.2666666666667,16.2666666666667,21.7,23.3,31.8,4,12,24,29,31
"49",30,1,0.334428571428571,30,NA,NA,100,0,0,0,0,87.7333333333333,6.6,3.9,4.33333333333333,0.766666666666667,100,0,0,0,0
"50",30,3,0.435285714285714,30,NA,NA,98,1,1,0,0,77.1333333333333,11.5666666666667,6.13333333333333,6.3,2.2,96,4,0,0,0
"51",30,5,0.503428571428571,30,NA,NA,69,24,6,1,0,50.5666666666667,23.2666666666667,14.5666666666667,10.2666666666667,4.66666666666667,75,21,3,1,0
"52",20,1,0.426285714285714,30,NA,NA,100,0,0,0,0,81.9333333333333,9.03333333333333,5.06666666666667,5.2,2.1,100,0,0,0,0
"53",20,3,0.367142857142857,30,NA,NA,80,17,2,1,0,57.8333333333333,20.8,11.5,8.3,4.9,85,13,2,0,0
"54",20,5,0.307285714285714,30,NA,NA,29,33,26,11,1,26.8333333333333,25.8333333333333,20.6666666666667,18.3,11.7,26,34,29,9,2
