"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat","dose1_crmmc_selec","dose2_crmmc_selec","dose3_crmmc_selec","dose4_crmmc_selec","dose5_crmmc_selec"
"1",30,1,1.42128571428571,100,NA,NA,100,0,0,0,0,95.3,2.39,1.36,1.56,0.39,100,0,0,0,0
"2",30,3,1.40314285714286,100,NA,NA,96,4,0,0,0,85.97,9.54,2.41,2.03,1.05,96,4,0,0,0
"3",30,5,1.75185714285714,100,NA,NA,0,42,58,0,0,18.09,37.05,36.4,6.51,2.95,0,43,56,1,0
"4",20,1,1.47314285714286,100,NA,NA,99,1,0,0,0,89.32,5.52,2.41,2.2,1.55,99,1,0,0,0
"5",20,3,1.47757142857143,100,NA,NA,10,63,27,0,0,29.55,43.2,21.79,4.39,2.07,10,65,25,0,0
"6",20,5,1.67342857142857,100,NA,NA,0,0,25,62,13,5.58,11.63,31.7,39.21,12.88,0,0,23,65,12
"7",30,1,1.35042857142857,100,NA,NA,99,1,0,0,0,91.83,4.57,2.04,1.86,0.7,99,1,0,0,0
"8",30,3,1.54242857142857,100,NA,NA,19,73,8,0,0,39.01,43.98,12.12,3.67,2.22,21,69,10,0,0
"9",30,5,1.73628571428571,100,NA,NA,0,3,44,50,3,8.41,16.17,37.41,31.96,7.05,0,4,43,50,3
"10",20,1,0.940428571428571,100,NA,NA,50,45,5,0,0,52.61,33.5,10.47,2.9,1.52,50,45,5,0,0
"11",20,3,1.49085714285714,100,NA,NA,0,4,71,25,0,10.33,19.76,41.92,23.65,5.34,0,2,73,25,0
"12",20,5,1.53585714285714,100,NA,NA,0,0,3,26,71,3.76,5.99,13.65,30.47,47.13,0,0,3,24,73
"13",30,1,1.40371428571429,100,NA,NA,100,0,0,0,0,96.98,1.77,0.97,1.05,0.23,100,0,0,0,0
"14",30,3,1.65642857142857,100,NA,NA,100,0,0,0,0,93.33,3.71,1.69,1.71,0.56,100,0,0,0,0
"15",30,5,1.61357142857143,100,NA,NA,57,38,5,0,0,55.76,32.36,7.87,3.17,1.84,56,39,5,0,0
"16",20,1,1.50857142857143,100,NA,NA,100,0,0,0,0,94.16,2.7,1.61,1.94,0.59,100,0,0,0,0
"17",20,3,1.60971428571428,100,NA,NA,83,17,0,0,0,75.39,17.31,4.12,2.58,1.6,83,16,1,0,0
"18",20,5,1.1,100,NA,NA,1,18,76,5,0,12.82,33.58,40.58,10.02,4,1,19,74,6,0
"19",30,1,0.870714285714286,60,NA,NA,100,0,0,0,0,91.6833333333333,3.83333333333333,2.33333333333333,2.7,1.11666666666667,100,0,0,0,0
"20",30,3,0.795,60,NA,NA,93,7,0,0,0,78.0333333333333,12.5166666666667,5.23333333333333,3.95,1.93333333333333,90,10,0,0,0
"21",30,5,0.775,60,NA,NA,5,47,45,3,0,26.7833333333333,33.1166666666667,27.3833333333333,8.98333333333333,5.4,6,44,45,5,0
"22",20,1,0.909571428571429,60,NA,NA,97,3,0,0,0,83.4,9.45,4.03333333333333,3.01666666666667,1.76666666666667,99,1,0,0,0
"23",20,3,0.875,60,NA,NA,21,55,22,2,0,33.9,34.0166666666667,20.95,8.23333333333333,4.56666666666667,21,53,23,3,0
"24",20,5,1.13528571428571,60,NA,NA,1,10,44,38,7,10.8833333333333,18.3,32.45,26.15,13.8833333333333,0,9,44,39,8
"25",30,1,0.818285714285714,60,NA,NA,98,2,0,0,0,86.6833333333333,6.85,3.06666666666667,3.51666666666667,1.55,99,1,0,0,0
"26",30,3,0.698857142857143,60,NA,NA,40,49,11,0,0,51.0166666666667,29.9333333333333,11.9166666666667,4.9,3.9,42,50,8,0,0
"27",30,5,0.996,60,NA,NA,1,14,48,33,4,15.4333333333333,20.6333333333333,32.1666666666667,24.0833333333333,9.35,1,12,48,35,4
"28",20,1,0.816,60,NA,NA,59,38,3,0,0,57.3166666666667,26.4833333333333,10.0333333333333,5.05,2.78333333333333,61,36,3,0,0
