"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat","dose1_crmmc_selec","dose2_crmmc_selec","dose3_crmmc_selec","dose4_crmmc_selec","dose5_crmmc_selec"
"1",30,1,1.51,100,NA,NA,100,0,0,0,0,95.59,2.4,1.33,1.36,0.32,100,0,0,0,0
"2",30,3,1.47428571428571,100,NA,NA,93,7,0,0,0,83.06,10.45,3.57,2.46,1.46,95,5,0,0,0
"3",30,5,1.57471428571429,100,NA,NA,2,30,66,2,0,17.14,35.79,38.83,5.99,3.25,2,31,65,2,0
"4",20,1,1.73414285714286,100,NA,NA,100,0,0,0,0,91.63,4.33,2.15,2.05,0.84,100,0,0,0,0
"5",20,3,1.61714285714286,100,NA,NA,13,68,19,0,0,32.81,45.78,16.84,3.34,2.23,15,64,21,0,0
"6",20,5,1.57,100,NA,NA,0,0,28,66,6,8.03,12.05,32.77,39.34,8.81,0,0,27,67,6
"7",30,1,1.42571428571428,100,NA,NA,100,0,0,0,0,92.2,3.93,2.04,1.86,0.97,100,0,0,0,0
"8",30,3,1.34385714285714,100,NA,NA,33,59,8,0,0,46.35,39.68,10.35,2.84,1.78,34,57,9,0,0
"9",30,5,1.44714285714286,100,NA,NA,0,3,47,48,2,9.07,16.27,39.41,29.53,6.72,0,5,45,48,2
"10",20,1,1.57642857142857,100,NA,NA,52,43,5,0,0,60.93,28.79,7.34,2.39,1.55,52,44,4,0,0
"11",20,3,1.57471428571428,100,NA,NA,0,8,68,24,0,10.28,18.9,45.17,21.28,5.37,0,8,66,26,0
"12",20,5,1.51271428571429,100,NA,NA,0,0,3,33,64,3.31,5.71,11.85,31.47,48.66,0,0,3,29,68
"13",30,1,1.45742857142857,100,NA,NA,100,0,0,0,0,96.78,1.79,1.02,1.16,0.25,100,0,0,0,0
"14",30,3,1.18957142857143,100,NA,NA,100,0,0,0,0,94.32,2.58,1.59,1.8,0.71,100,0,0,0,0
"15",30,5,1.21914285714286,100,NA,NA,51,46,3,0,0,58.98,32.24,5.07,2.79,1.92,48,49,3,0,0
"16",20,1,1.47642857142857,100,NA,NA,100,0,0,0,0,95.06,2.46,1.45,1.47,0.56,100,0,0,0,0
"17",20,3,1.55785714285714,100,NA,NA,87,13,0,0,0,74.8,18.63,3.87,2.62,1.08,86,14,0,0,0
"18",20,5,1.469,100,NA,NA,3,21,66,10,0,12.29,28.12,40.66,15.61,4.32,3,19,68,10,0
"19",30,1,0.917857142857143,60,NA,NA,100,0,0,0,0,92.05,4.75,1.83333333333333,2.23333333333333,0.8,100,0,0,0,0
"20",30,3,0.688285714285714,60,NA,NA,88,12,0,0,0,73.8666666666667,16.45,4.81666666666667,4.35,2.18333333333333,87,13,0,0,0
"21",30,5,0.882571428571428,60,NA,NA,10,44,44,1,1,28.65,33.15,26.5666666666667,8.33333333333333,4.96666666666667,10,42,46,1,1
"22",20,1,0.921571428571429,60,NA,NA,99,1,0,0,0,81.9333333333333,9.65,3.65,4.11666666666667,2.31666666666667,100,0,0,0,0
"23",20,3,0.837857142857143,60,NA,NA,23,49,27,1,0,37.8166666666667,36.55,17.5,6.16666666666667,3.63333333333333,20,54,25,1,0
"24",20,5,0.808857142857143,60,NA,NA,0,4,36,45,15,11.9,15.6333333333333,29.1333333333333,29.9,15.1,0,4,36,44,16
"25",30,1,0.910571428571429,60,NA,NA,99,1,0,0,0,84.65,8.26666666666667,3.53333333333333,3.41666666666667,1.8,99,1,0,0,0
"26",30,3,0.774142857142857,60,NA,NA,46,44,10,0,0,49.6166666666667,30.25,13.3166666666667,5.26666666666667,3.21666666666667,45,46,9,0,0
