"","dlttarget","drtarget","targetdose","n","DRscenario","generator","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec"
"356",30,50,3,60,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"357",30,50,5,60,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"358",20,40,1,60,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"359",20,40,3,60,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"360",20,40,5,60,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"361",30,50,1,30,"null","weibbd_inf",NA,NA,NA,NA,NA
"362",30,50,3,30,"null","weibbd_inf",NA,NA,NA,NA,NA
"363",30,50,5,30,"null","weibbd_inf",NA,NA,NA,NA,NA
"364",20,40,1,30,"null","weibbd_inf",NA,NA,NA,NA,NA
"365",20,40,3,30,"null","weibbd_inf",NA,NA,NA,NA,NA
"366",20,40,5,30,"null","weibbd_inf",NA,NA,NA,NA,NA
"367",30,50,1,30,"lowerDR","weibbd_inf",NA,NA,NA,NA,NA
"368",30,50,3,30,"lowerDR","weibbd_inf",NA,NA,NA,NA,NA
"369",30,50,5,30,"lowerDR","weibbd_inf",NA,NA,NA,NA,NA
"370",20,40,1,30,"lowerDR","weibbd_inf",NA,NA,NA,NA,NA
"371",20,40,3,30,"lowerDR","weibbd_inf",NA,NA,NA,NA,NA
"372",20,40,5,30,"lowerDR","weibbd_inf",NA,NA,NA,NA,NA
"373",30,50,1,30,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"374",30,50,3,30,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"375",30,50,5,30,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"376",20,40,1,30,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"377",20,40,3,30,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"378",20,40,5,30,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"379",30,50,1,100,"null","weibbd_uninf",86.8,13.2,0,0,0
"380",30,50,3,100,"null","weibbd_uninf",1.8,60.8,37.4,0,0
"381",30,50,5,100,"null","weibbd_uninf",0,0.2,14.6,70.9,14.3
"382",20,40,1,100,"null","weibbd_uninf",95.2,4.8,0,0,0
"383",20,40,3,100,"null","weibbd_uninf",5.6,71.4,23,0,0
"384",20,40,5,100,"null","weibbd_uninf",0,0.4,25.5,59.7,14.4
"385",30,50,1,100,"lowerDR","weibbd_uninf",49.7,49.7,0.6,0,0
"386",30,50,3,100,"lowerDR","weibbd_uninf",0.1,26.6,66.3,6.9,0.1
"387",30,50,5,100,"lowerDR","weibbd_uninf",0,0,3,42.3,54.7
"388",20,40,1,100,"lowerDR","weibbd_uninf",60.6,38.8,0.6,0,0
"389",20,40,3,100,"lowerDR","weibbd_uninf",1,33.2,58,7.5,0.3
"390",20,40,5,100,"lowerDR","weibbd_uninf",0,0,4.4,35.4,60.2
"391",30,50,1,100,"higherDR","weibbd_uninf",100,0,0,0,0
"392",30,50,3,100,"higherDR","weibbd_uninf",33.8,65.9,0.3,0,0
"393",30,50,5,100,"higherDR","weibbd_uninf",0,15.2,78.9,5.9,0
"394",20,40,1,100,"higherDR","weibbd_uninf",100,0,0,0,0
"395",20,40,3,100,"higherDR","weibbd_uninf",62.6,37.3,0.1,0,0
"396",20,40,5,100,"higherDR","weibbd_uninf",0.1,24.7,66.8,8.4,0
"397",30,50,1,60,"null","weibbd_uninf",80.4,19.6,0,0,0
"398",30,50,3,60,"null","weibbd_uninf",4.6,59.3,35.6,0.5,0
"399",30,50,5,60,"null","weibbd_uninf",0,1.5,23.4,60.3,14.8
"400",20,40,1,60,"null","weibbd_uninf",92.5,7.5,0,0,0
"401",20,40,3,60,"null","weibbd_uninf",13.4,65.5,20.5,0.6,0
"402",20,40,5,60,"null","weibbd_uninf",0.1,3.6,28.6,53.9,13.8
"403",30,50,1,60,"lowerDR","weibbd_uninf",42.6,55.2,2.2,0,0
"404",30,50,3,60,"lowerDR","weibbd_uninf",1,25.8,59.8,13.2,0.2
"405",30,50,5,60,"lowerDR","weibbd_uninf",0,0.1,5.9,36.7,57.3
"406",20,40,1,60,"lowerDR","weibbd_uninf",55.4,41.8,2.8,0,0
"407",20,40,3,60,"lowerDR","weibbd_uninf",1.5,30.2,52.5,15.2,0.6
"408",20,40,5,60,"lowerDR","weibbd_uninf",0,0.7,8.3,35.7,55.3
"409",30,50,1,60,"higherDR","weibbd_uninf",99.5,0.5,0,0,0
"410",30,50,3,60,"higherDR","weibbd_uninf",36.4,63.1,0.5,0,0
"411",30,50,5,60,"higherDR","weibbd_uninf",0.3,23.3,66.1,10.2,0.1
"412",20,40,1,60,"higherDR","weibbd_uninf",99.9,0.1,0,0,0
"413",20,40,3,60,"higherDR","weibbd_uninf",60.2,39.5,0.3,0,0
"414",20,40,5,60,"higherDR","weibbd_uninf",1,31.7,56.5,10.7,0.1
"415",30,50,1,30,"null","weibbd_uninf",73.1,26.3,0.6,0,0
"416",30,50,3,30,"null","weibbd_uninf",10.6,52.1,32.5,4.8,0
"417",30,50,5,30,"null","weibbd_uninf",0.6,7.2,29.1,45.5,17.6
"418",20,40,1,30,"null","weibbd_uninf",84.3,15.5,0.2,0,0
"419",20,40,3,30,"null","weibbd_uninf",23.3,52.1,20.6,3.5,0.5
"420",20,40,5,30,"null","weibbd_uninf",1.1,11.6,34.5,33.7,19.1
"421",30,50,1,30,"lowerDR","weibbd_uninf",40.2,50.6,9,0.2,0
"422",30,50,3,30,"lowerDR","weibbd_uninf",4,27.8,42.8,22.4,3
"423",30,50,5,30,"lowerDR","weibbd_uninf",0,1.7,9.8,33.6,54.9
"424",20,40,1,30,"lowerDR","weibbd_uninf",51,41.1,6.8,1,0.1
"425",20,40,3,30,"lowerDR","weibbd_uninf",5.3,29.6,37.7,21.5,5.9
"426",20,40,5,30,"lowerDR","weibbd_uninf",0.4,3.1,16,30.8,49.7
"427",30,50,1,30,"higherDR","weibbd_uninf",91.5,8.5,0,0,0
"428",30,50,3,30,"higherDR","weibbd_uninf",43,51.5,5.5,0,0
"429",30,50,5,30,"higherDR","weibbd_uninf",2.9,32.9,46.1,16.5,1.6
"430",20,40,1,30,"higherDR","weibbd_uninf",97.1,2.9,0,0,0
"431",20,40,3,30,"higherDR","weibbd_uninf",63.4,32.7,3.8,0.1,0
"432",20,40,5,30,"higherDR","weibbd_uninf",6.9,40.3,37.2,13.2,2.4
