"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat","dose1_crmmc_selec","dose2_crmmc_selec","dose3_crmmc_selec","dose4_crmmc_selec","dose5_crmmc_selec"
"1",30,1,1.49028571428571,100,NA,NA,100,0,0,0,0,98.07,1.46,0.69,0.69,0.09,100,0,0,0,0
"2",30,3,1.28528571428571,100,NA,NA,99,1,0,0,0,93,5.44,1.23,1.07,0.26,99,1,0,0,0
"3",30,5,1.36757142857143,100,NA,NA,5,58,36,1,0,35.79,37.28,23.48,3.44,1.01,5,56,38,1,0
"4",20,1,1.62814285714286,100,NA,NA,99,1,0,0,0,95.37,2.97,1.22,1.1,0.34,100,0,0,0,0
"5",20,3,1.35185714285714,100,NA,NA,21,66,13,0,0,43.27,44.2,10.74,2.06,0.73,22,67,11,0,0
"6",20,5,1.38471428571429,100,NA,NA,0,2,31,60,7,11.69,15.14,33.1,35.65,5.42,0,2,29,62,7
"7",30,1,1.39242857142857,100,NA,NA,100,0,0,0,0,96.18,2.37,1.08,1.11,0.26,100,0,0,0,0
"8",30,3,1.42914285714286,100,NA,NA,34,61,5,0,0,59.2,33.18,6.24,1.66,0.72,33,62,5,0,0
"9",30,5,1.23614285714286,100,NA,NA,0,6,59,34,1,15.5,21.98,40.73,20.12,2.67,0,6,56,36,2
"10",20,1,1.282,100,NA,NA,58,40,2,0,0,70.55,24.58,3.26,1.8,0.81,59,40,1,0,0
"11",20,3,1.92214285714286,100,NA,NA,0,17,64,19,0,18.17,29.14,37.72,13.84,2.13,0,16,63,21,0
"12",20,5,1.25671428571429,100,NA,NA,0,0,4,49,47,7.87,10.24,19.66,37.44,25.79,0,0,4,46,50
"13",30,1,1.38928571428571,100,NA,NA,100,0,0,0,0,98.88,1.18,0.48,0.44,0.02,100,0,0,0,0
"14",30,3,1.39942857142857,100,NA,NA,100,0,0,0,0,98.02,1.47,0.71,0.73,0.07,100,0,0,0,0
"15",30,5,1.50957142857143,100,NA,NA,58,40,2,0,0,70.13,24.78,3.9,1.75,0.44,57,41,2,0,0
"16",20,1,1.71142857142857,100,NA,NA,100,0,0,0,0,97.61,1.54,0.84,0.91,0.1,100,0,0,0,0
