"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat","dose1_crmmc_selec","dose2_crmmc_selec","dose3_crmmc_selec","dose4_crmmc_selec","dose5_crmmc_selec"
"1",30,1,1.65085714285714,100,NA,NA,100,0,0,0,0,93.84,3.1,1.53,1.88,0.65,100,0,0,0,0
"2",30,3,1.23185714285714,100,NA,NA,4,86,10,0,0,23.6,56.06,15.62,2.94,2.78,3,88,9,0,0
"3",30,5,1.60557142857143,100,NA,NA,0,0,31,68,1,5.68,11.07,36.7,40.69,6.86,0,0,32,67,1
"4",20,1,1.39114285714286,100,NA,NA,99,1,0,0,0,89.3,6.09,2.44,2.12,1.05,99,1,0,0,0
"5",20,3,1.72557142857143,100,NA,NA,0,24,76,0,0,13.07,28.98,48.9,6.6,3.45,0,21,79,0,0
"6",20,5,1.089,100,NA,NA,0,0,1,40,59,3.87,6.65,13.75,41.42,35.31,0,0,1,45,54
"7",30,1,1.547,100,NA,NA,100,0,0,0,0,92.28,3.82,1.97,2.11,0.82,100,0,0,0,0
"8",30,3,1.35314285714286,100,NA,NA,0,31,69,0,0,12.38,38.23,43.4,4.4,2.59,0,31,69,0,0
"9",30,5,1.27957142857143,100,NA,NA,0,0,5,68,27,3.99,7.6,21.17,47.31,20.93,0,0,5,68,27
"10",20,1,1.54614285714286,100,NA,NA,72,28,0,0,0,68.06,25.67,3.08,2.46,1.73,77,23,0,0,0
"11",20,3,1.55228571428571,100,NA,NA,0,1,62,37,0,5.67,12.53,43.49,32.91,6.4,0,1,60,39,0
"12",20,5,1.49942857142857,100,NA,NA,0,0,0,6,94,2.55,4.38,7.79,24.32,61.96,0,0,0,7,93
"13",30,1,1.34485714285714,100,NA,NA,100,0,0,0,0,95.03,2.33,1.33,1.83,0.48,100,0,0,0,0
"14",30,3,1.385,100,NA,NA,34,66,0,0,0,51.34,40.76,4.53,2.55,1.82,35,65,0,0,0
"15",30,5,1.65757142857143,100,NA,NA,0,8,87,5,0,8.45,21.1,56.37,11.41,3.67,0,10,85,5,0
"16",20,1,1.318,100,NA,NA,100,0,0,0,0,92.95,3.34,1.53,2.23,0.95,100,0,0,0,0
"17",20,3,1.67,100,NA,NA,2,75,23,0,0,20.02,50.62,24.24,3.92,2.2,2,78,20,0,0
"18",20,5,1.505,100,NA,NA,0,0,28,70,2,5.45,8.75,34.72,44.15,7.93,0,0,27,71,2
"19",30,1,0.844571428571429,60,NA,NA,100,0,0,0,0,91.1666666666667,4.41666666666667,2.35,3.08333333333333,0.65,100,0,0,0,0
"20",30,3,0.931571428571428,60,NA,NA,15,65,20,0,0,32.2666666666667,39.0833333333333,20.2,6.11666666666667,4,15,63,22,0,0
"21",30,5,0.925571428571428,60,NA,NA,0,2,41,57,0,8.1,15.5333333333333,34.7833333333333,31.1833333333333,12.0666666666667,0,2,41,56,1
"22",20,1,0.746571428571429,60,NA,NA,96,4,0,0,0,82.6333333333333,9.95,3.65,3.6,1.83333333333333,97,3,0,0,0
"23",20,3,0.890857142857143,60,NA,NA,3,35,60,2,0,18.8166666666667,32.5166666666667,33.5166666666667,10.3,6.51666666666667,2,36,59,3,0
"24",20,5,0.940142857142857,60,NA,NA,0,0,10,60,30,5.65,10.9666666666667,20.0666666666667,37.15,27.8333333333333,0,0,8,62,30
"25",30,1,0.900571428571429,60,NA,NA,98,2,0,0,0,86.65,6.28333333333333,3.31666666666667,3.6,1.81666666666667,100,0,0,0,0
"26",30,3,0.882428571428571,60,NA,NA,1,44,50,5,0,18.4333333333333,37.5666666666667,29.1833333333333,10.2666666666667,6.21666666666667,2,45,48,5,0
"27",30,5,0.793142857142857,60,NA,NA,0,0,16,66,18,6.73333333333333,10.5,27,37.2833333333333,20.15,0,0,13,67,20
"28",20,1,0.803428571428572,60,NA,NA,75,25,0,0,0,70.3666666666667,18.6333333333333,5.5,4.46666666666667,2.7,76,24,0,0,0
"29",20,3,0.751714285714286,60,NA,NA,0,5,54,37,4,9.2,18.5,36.65,27.35,9.96666666666667,1,3,51,42,3
"30",20,5,0.829142857142857,60,NA,NA,0,0,1,28,71,3.06666666666667,6.81666666666667,14.55,28.2833333333333,48.95,0,0,1,28,71
"31",30,1,0.679142857142857,60,NA,NA,100,0,0,0,0,91.7833333333333,4.7,2.03333333333333,2.63333333333333,0.516666666666667,100,0,0,0,0
"32",30,3,0.679285714285714,60,NA,NA,46,53,1,0,0,60.25,27.6666666666667,7.15,3.86666666666667,2.73333333333333,48,51,1,0,0
"33",30,5,0.656428571428571,60,NA,NA,0,22,62,16,0,14.9166666666667,28.6166666666667,37.25,14.05,6.83333333333333,0,22,63,15,0
"34",20,1,0.795428571428571,60,NA,NA,100,0,0,0,0,90.55,4.85,2.55,2.85,0.866666666666667,100,0,0,0,0
"35",20,3,0.798571428571429,60,NA,NA,7,68,25,0,0,30.4833333333333,40,20.2,6.63333333333333,4.35,7,64,28,1,0
"36",20,5,0.792714285714286,60,NA,NA,0,3,41,54,2,7.45,16.1333333333333,32.2166666666667,31.0166666666667,14.85,0,2,38,55,5
"37",30,1,0.421142857142857,30,NA,NA,100,0,0,0,0,80.4333333333333,9.76666666666667,5.5,5.83333333333333,1.8,100,0,0,0,0
"38",30,3,0.358571428571429,30,NA,NA,46,36,15,2,1,40,28.7666666666667,15.3,11.6333333333333,7.63333333333333,43,41,13,3,0
"39",30,5,0.476285714285714,30,NA,NA,8,16,35,34,7,12.0666666666667,20.1666666666667,26.3,23.8333333333333,20.9666666666667,7,18,37,29,9
"40",20,1,0.556714285714286,30,NA,NA,92,8,0,0,0,72.9,14.2666666666667,6.23333333333333,6.63333333333333,3.3,94,5,1,0,0
"41",20,3,0.362428571428571,30,NA,NA,18,36,38,7,1,21.5333333333333,30.7333333333333,24.5666666666667,16.5333333333333,9.96666666666667,18,41,33,8,0
"42",20,5,0.345857142857143,30,NA,NA,0,5,28,43,24,6.6,15.0666666666667,23.1333333333333,26.9666666666667,31.5666666666667,0,6,29,36,29
"43",30,1,0.306857142857143,30,NA,NA,96,3,1,0,0,76.0333333333333,10.2333333333333,6.86666666666667,6.56666666666667,3.63333333333333,98,2,0,0,0
"44",30,3,0.373857142857143,30,NA,NA,25,46,25,3,1,24.1333333333333,31.5,23.2666666666667,14.3333333333333,10.1,21,44,32,2,1
"45",30,5,0.413857142857143,30,NA,NA,4,12,37,29,18,9.16666666666667,15.8666666666667,22.0666666666667,24.8666666666667,31.3666666666667,4,12,33,34,17
"46",20,1,0.392,30,NA,NA,81,16,3,0,0,58.4,21.7333333333333,9.4,8.96666666666667,4.83333333333333,80,17,3,0,0
"47",20,3,0.408285714285714,30,NA,NA,7,31,29,24,9,11.6333333333333,24.9333333333333,23.7666666666667,22.6666666666667,20.3333333333333,6,33,32,22,7
"48",20,5,0.358142857142857,30,NA,NA,0,1,17,31,51,2.93333333333333,9.46666666666667,17.7,25.6666666666667,47.5666666666667,0,2,14,24,60
"49",30,1,0.324857142857143,30,NA,NA,100,0,0,0,0,84.9333333333333,8.36666666666667,4,4.93333333333333,1.1,100,0,0,0,0
"50",30,3,0.382571428571429,30,NA,NA,74,20,6,0,0,50.6333333333333,25.8666666666667,13.0333333333333,8.46666666666667,5.33333333333333,66,27,7,0,0
"51",30,5,0.389285714285714,30,NA,NA,20,32,37,9,2,20.9333333333333,27.7333333333333,26.6333333333333,15.8,12.2333333333333,14,37,37,10,2
"52",20,1,0.388714285714286,30,NA,NA,100,0,0,0,0,80.7,9.76666666666667,4.83333333333333,5.83333333333333,2.2,100,0,0,0,0
"53",20,3,0.436857142857143,30,NA,NA,41,37,19,3,0,38.1666666666667,27.6333333333333,19.2333333333333,10.3666666666667,7.93333333333333,40,38,20,2,0
"54",20,5,0.411,30,NA,NA,8,21,41,23,7,11.2,19.8,25.5333333333333,23.2,23.6,5,12,52,28,3
