"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat","dose1_crmmc_selec","dose2_crmmc_selec","dose3_crmmc_selec","dose4_crmmc_selec","dose5_crmmc_selec"
"1",30,1,1.64828571428571,100,NA,NA,100,0,0,0,0,91.73,3.65,1.75,2.37,1.5,100,0,0,0,0
"2",30,3,1.49828571428571,100,NA,NA,92,8,0,0,0,76.86,14.06,4.04,3.43,2.61,93,7,0,0,0
"3",30,5,1.387,100,NA,NA,1,27,69,3,0,11.92,30.72,43.93,9.46,4.97,2,28,68,2,0
"4",20,1,1.44257142857143,100,NA,NA,99,1,0,0,0,83.04,9.65,3.25,2.9,2.16,100,0,0,0,0
"5",20,3,1.31657142857143,100,NA,NA,9,49,42,0,0,18.07,41.6,30.22,6.78,4.33,8,50,42,0,0
"6",20,5,1.48585714285714,100,NA,NA,0,0,25,66,9,3.95,8.13,29.2,41.9,17.82,0,0,25,65,10
"7",30,1,1.25785714285714,100,NA,NA,100,0,0,0,0,87.33,6.37,2.74,2.71,1.85,100,0,0,0,0
"8",30,3,1.40385714285714,100,NA,NA,24,63,13,0,0,31.49,42.24,18.53,4.38,4.36,24,64,12,0,0
"9",30,5,1.41314285714286,100,NA,NA,0,2,40,54,4,4.46,12.59,37.33,35.39,11.23,0,2,40,55,3
"10",20,1,1.166,100,NA,NA,38,57,5,0,0,41.94,40.02,11.46,4.49,3.09,39,54,7,0,0
"11",20,3,1.57014285714286,100,NA,NA,0,3,57,40,0,5.69,13.63,39.69,31.33,10.66,0,4,56,40,0
"12",20,5,1.52342857142857,100,NA,NA,0,1,1,23,75,2.54,4.35,10.75,28.3,55.06,0,1,1,22,76
"13",30,1,1.26914285714286,100,NA,NA,100,0,0,0,0,93.79,2.55,1.73,2.1,0.83,100,0,0,0,0
"14",30,3,1.29514285714286,100,NA,NA,100,0,0,0,0,89.16,5,2.84,2.3,1.7,100,0,0,0,0
"15",30,5,1.29314285714286,100,NA,NA,39,54,7,0,0,42.21,40.25,11.06,3.98,3.5,39,55,6,0,0
"16",20,1,1.44128571428571,100,NA,NA,100,0,0,0,0,90.81,4.19,2.44,2.21,1.35,100,0,0,0,0
"17",20,3,1.30642857142857,100,NA,NA,80,19,1,0,0,63.4,24.18,6.59,3.72,3.11,81,19,0,0,0
"18",20,5,1.47742857142857,100,NA,NA,1,20,66,13,0,8.04,25.55,46.09,15.29,6.03,0,19,69,12,0
"19",30,1,0.952285714285714,60,NA,NA,100,0,0,0,0,86.6333333333333,5.1,3.65,3.81666666666667,2.46666666666667,100,0,0,0,0
"20",30,3,0.984142857142857,60,NA,NA,93,7,0,0,0,68.2666666666667,16.75,7.08333333333333,5.25,4.31666666666667,91,9,0,0,0
"21",30,5,0.785428571428571,60,NA,NA,9,35,47,9,0,17.2166666666667,28.5333333333333,31.0833333333333,14.4166666666667,10.4166666666667,6,36,50,8,0
"22",20,1,0.777428571428571,60,NA,NA,98,2,0,0,0,71.5166666666667,14.5333333333333,5.95,5.5,4.16666666666667,95,5,0,0,0
"23",20,3,0.842428571428572,60,NA,NA,12,49,37,2,0,24.0666666666667,34.4333333333333,25.2333333333333,9.96666666666667,7.96666666666667,12,51,36,1,0
"24",20,5,1.12728571428571,60,NA,NA,0,4,29,60,7,7.71666666666667,14.6,28.25,32.7333333333333,18.3666666666667,0,3,31,56,10
"25",30,1,0.821571428571429,60,NA,NA,98,2,0,0,0,77.15,11.35,5.18333333333333,4.83333333333333,3.15,99,1,0,0,0
"26",30,3,0.902,60,NA,NA,30,60,10,0,0,30.2666666666667,36.3833333333333,17.8666666666667,9.1,8.05,28,59,13,0,0
"27",30,5,0.994857142857143,60,NA,NA,0,6,49,41,4,7.11666666666667,16.4333333333333,33.4166666666667,28.3333333333333,16.3666666666667,0,4,50,42,4
"28",20,1,0.682285714285714,60,NA,NA,42,45,13,0,0,41.75,30.45,15.5333333333333,7.68333333333333,6.25,45,43,12,0,0
"29",20,3,1.10485714285714,60,NA,NA,1,12,46,37,4,9.18333333333333,18.8,34.65,24.9166666666667,14.1166666666667,2,12,45,37,4
"30",20,5,0.771714285714286,60,NA,NA,0,0,8,36,56,4.13333333333333,9.23333333333333,17.2333333333333,29.2666666666667,41.8,0,0,8,36,56
"31",30,1,0.981,60,NA,NA,100,0,0,0,0,89.95,4.56666666666667,2.58333333333333,3.03333333333333,1.53333333333333,100,0,0,0,0
"32",30,3,0.977285714285714,60,NA,NA,100,0,0,0,0,84.4,7.35,3.35,3.96666666666667,2.6,100,0,0,0,0
"33",30,5,1.01071428571429,60,NA,NA,48,45,6,1,0,40.8666666666667,31.65,14.0833333333333,7.83333333333333,7.23333333333333,44,49,6,1,0
"34",20,1,0.994428571428571,60,NA,NA,100,0,0,0,0,81.7,7.28333333333333,4.61666666666667,4.6,3.46666666666667,100,0,0,0,0
"35",20,3,0.786428571428571,60,NA,NA,73,25,2,0,0,57.9166666666667,22.95,8.8,6.81666666666667,5.18333333333333,72,27,1,0,0
"36",20,5,1.00214285714286,60,NA,NA,4,26,55,14,1,15.35,25.95,32.5,16.7666666666667,11.1,2,27,56,14,1
"37",30,1,0.463857142857143,30,NA,NA,98,1,1,0,0,73,11.5333333333333,6.4,8.53333333333333,3.86666666666667,100,0,0,0,0
"38",30,3,0.335,30,NA,NA,75,20,2,3,0,48.8,21.4666666666667,12.2,11.1333333333333,9.73333333333333,70,24,5,1,0
"39",30,5,0.469571428571429,30,NA,NA,22,26,35,14,3,21.7,22.0333333333333,25,17.2,17.4,21,25,39,13,2
"40",20,1,0.335428571428571,30,NA,NA,76,24,0,0,0,56.0333333333333,21.9666666666667,9.23333333333333,9.33333333333333,6.76666666666667,78,20,2,0,0
"41",20,3,0.375285714285714,30,NA,NA,35,31,27,4,3,28.1,26.5333333333333,20.6666666666667,14.8,13.2333333333333,35,38,19,6,2
"42",20,5,0.404,30,NA,NA,7,19,31,21,22,11.4333333333333,20.1333333333333,21.8333333333333,21.4666666666667,28.4666666666667,10,15,28,26,21
"43",30,1,0.374857142857143,30,NA,NA,91,7,2,0,0,62.5666666666667,15.6666666666667,8.93333333333333,8.8,7.36666666666667,92,6,2,0,0
"44",30,3,0.464428571428571,30,NA,NA,33,49,15,2,1,27.8333333333333,26.4666666666667,20.1666666666667,16.5333333333333,12.3333333333333,37,43,18,2,0
"45",30,5,0.341571428571429,30,NA,NA,4,28,30,22,16,11.8333333333333,24.3,23.1,19.2,24.9,4,26,32,22,16
"46",20,1,0.364857142857143,30,NA,NA,59,26,11,4,0,36.9333333333333,25.6666666666667,18.4333333333333,13.4666666666667,8.83333333333333,59,25,12,4,0
"47",20,3,0.438714285714286,30,NA,NA,10,26,26,29,9,12.2333333333333,19.8,23.8,22.3666666666667,25.1333333333333,11,24,32,21,12
"48",20,5,0.340142857142857,30,NA,NA,3,5,24,30,38,7.5,12.2666666666667,20.5333333333333,23.6666666666667,39.3666666666667,1,5,23,32,39
"49",30,1,0.422,30,NA,NA,100,0,0,0,0,80.2,8.76666666666667,4.6,6.13333333333333,3.63333333333333,100,0,0,0,0
"50",30,3,0.304,30,NA,NA,97,3,0,0,0,65.3333333333333,14.6,9.13333333333333,8.46666666666667,5.8,97,3,0,0,0
"51",30,5,0.515285714285714,30,NA,NA,56,22,16,5,1,37.9333333333333,23.8333333333333,16.9333333333333,13.6333333333333,11,51,29,16,4,0
"52",20,1,0.420571428571429,30,NA,NA,96,4,0,0,0,68.5333333333333,13.8333333333333,6.9,8.16666666666667,5.9,96,4,0,0,0
"53",20,3,0.418714285714286,30,NA,NA,54,26,18,2,0,38.8,25.7,17.6333333333333,11.9666666666667,9.23333333333333,55,29,15,1,0
"54",20,5,0.476857142857143,30,NA,NA,16,30,30,18,6,17.4,22.1,22,20.3,21.5333333333333,17,35,24,15,9
