"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat","dose1_crmmc_selec","dose2_crmmc_selec","dose3_crmmc_selec","dose4_crmmc_selec","dose5_crmmc_selec"
"1",30,1,1.40471428571429,100,NA,NA,100,0,0,0,0,94.24,2.59,1.6,1.94,0.63,100,0,0,0,0
"2",30,3,1.49142857142857,100,NA,NA,0,84,16,0,0,22.59,56.17,16.5,3.12,2.62,0,84,16,0,0
"3",30,5,1.46428571428571,100,NA,NA,0,0,35,64,1,5.63,10.87,42.66,35.83,6.01,0,0,36,63,1
"4",20,1,1.41857142857143,100,NA,NA,100,0,0,0,0,91.01,4.63,2.05,2.27,1.04,100,0,0,0,0
"5",20,3,1.41528571428571,100,NA,NA,0,28,72,0,0,8.84,29.29,51.47,8.16,3.24,0,30,70,0,0
"6",20,5,1.74171428571429,100,NA,NA,0,0,0,50,50,3.33,6.1,13.13,39.41,39.03,0,0,0,51,49
"7",30,1,1.49214285714286,100,NA,NA,100,0,0,0,0,90.87,4.66,2.19,2.27,1.01,99,1,0,0,0
"8",30,3,1.60057142857143,100,NA,NA,0,36,63,1,0,11.95,38.92,41.45,5.55,3.13,0,35,64,1,0
"9",30,5,1.42014285714286,100,NA,NA,0,0,7,69,24,3.17,5.97,16.38,49.4,26.08,0,0,6,66,28
"10",20,1,1.19628571428571,100,NA,NA,72,28,0,0,0,73.6,19.94,3.45,2.54,1.47,71,29,0,0,0
"11",20,3,1.29885714285714,100,NA,NA,0,1,63,36,0,5.6,12.57,48.93,27.18,6.72,0,1,62,37,0
"12",20,5,1.26185714285714,100,NA,NA,0,0,0,8,92,2.72,4.35,8.99,22.69,62.25,0,0,0,11,89
"13",30,1,1.51614285714286,100,NA,NA,100,0,0,0,0,95.34,2.39,1.4,1.52,0.35,100,0,0,0,0
"14",30,3,1.63228571428571,100,NA,NA,35,65,0,0,0,49.52,42.61,4.96,2.64,1.27,36,63,1,0,0
"15",30,5,1.47242857142857,100,NA,NA,0,8,87,5,0,9.84,20.75,54.73,11.75,3.93,0,9,87,4,0
"16",20,1,1.37657142857143,100,NA,NA,100,0,0,0,0,93.89,3.24,1.76,1.55,0.56,100,0,0,0,0
"17",20,3,1.48971428571429,100,NA,NA,1,79,20,0,0,21.91,52.05,20.55,3.76,2.73,1,80,19,0,0
"18",20,5,1.36914285714286,100,NA,NA,0,0,30,66,4,4.94,10.63,32.4,42.37,10.66,0,0,29,68,3
"19",30,1,0.966428571428571,60,NA,NA,100,0,0,0,0,90.5333333333333,4.61666666666667,2.51666666666667,2.91666666666667,1.08333333333333,100,0,0,0,0
"20",30,3,0.705428571428571,60,NA,NA,12,58,29,1,0,33.6,39.2333333333333,19.2833333333333,6.03333333333333,3.51666666666667,12,63,23,2,0
"21",30,5,0.989142857142857,60,NA,NA,0,7,52,40,1,5.96666666666667,16.2166666666667,38.25,28.35,12.8833333333333,0,5,53,40,2
"22",20,1,1.00257142857143,60,NA,NA,97,3,0,0,0,84.45,8.15,3.28333333333333,3.55,2.23333333333333,97,3,0,0,0
"23",20,3,0.827714285714286,60,NA,NA,3,38,57,2,0,15.2333333333333,33.2166666666667,35.6666666666667,10.3666666666667,7.18333333333333,1,41,56,2,0
"24",20,5,1.03571428571429,60,NA,NA,0,0,10,55,35,5.66666666666667,10.7166666666667,18.1166666666667,36.6,30.5666666666667,0,0,10,56,34
"25",30,1,1.00057142857143,60,NA,NA,100,0,0,0,0,84.85,8,3.65,3.43333333333333,1.73333333333333,98,2,0,0,0
"26",30,3,0.897428571428572,60,NA,NA,2,51,46,1,0,19.1,36.1333333333333,31.7,8.68333333333333,6.05,2,51,46,1,0
"27",30,5,0.915428571428572,60,NA,NA,0,0,15,54,31,5.16666666666667,9.76666666666667,24,38.0833333333333,24.65,0,0,17,54,29
"28",20,1,0.980714285714285,60,NA,NA,74,25,1,0,0,67.75,21.6333333333333,5.3,4.48333333333333,2.5,76,23,1,0,0
"29",20,3,0.893285714285714,60,NA,NA,0,10,59,27,4,9.9,19.1166666666667,39.55,23.6666666666667,9.43333333333333,0,10,59,28,3
"30",20,5,0.805,60,NA,NA,0,0,2,18,80,2.35,6.46666666666667,12.1833333333333,25.95,54.7166666666667,0,0,2,17,81
"31",30,1,0.854,60,NA,NA,100,0,0,0,0,92.1833333333333,3.98333333333333,2.05,2.68333333333333,0.766666666666667,100,0,0,0,0
"32",30,3,0.826857142857143,60,NA,NA,42,54,4,0,0,52.8833333333333,32.7833333333333,8.26666666666667,4.38333333333333,3.35,40,57,3,0,0
"33",30,5,1.04157142857143,60,NA,NA,0,22,59,19,0,15.1,25.8166666666667,36.9,16.3666666666667,7.48333333333333,0,18,66,16,0
"34",20,1,1.07828571428571,60,NA,NA,100,0,0,0,0,90.8,4.96666666666667,2.15,2.78333333333333,0.966666666666667,100,0,0,0,0
"35",20,3,0.842714285714286,60,NA,NA,7,64,29,0,0,34.65,35.4833333333333,21.9,5.85,3.78333333333333,4,65,31,0,0
"36",20,5,0.887857142857142,60,NA,NA,0,1,52,43,4,7.28333333333333,14.2,35.7833333333333,30.6333333333333,13.7666666666667,0,1,46,50,3
"37",30,1,0.504285714285714,30,NA,NA,99,1,0,0,0,82.5,8.9,4.83333333333333,5.66666666666667,1.43333333333333,99,1,0,0,0
"38",30,3,0.397857142857143,30,NA,NA,48,36,15,1,0,37.4333333333333,28.5666666666667,18.5333333333333,10.9666666666667,7.83333333333333,51,35,13,1,0
"39",30,5,0.445857142857143,30,NA,NA,7,19,46,20,8,13.6333333333333,22.5666666666667,26.4333333333333,20.6666666666667,20.0333333333333,7,23,39,27,4
"40",20,1,0.250142857142857,30,NA,NA,96,2,2,0,0,72.1,14.4333333333333,7.16666666666667,6.8,2.83333333333333,93,5,2,0,0
"41",20,3,0.482571428571429,30,NA,NA,22,38,31,9,0,22.3333333333333,29.0333333333333,24.7,17.2,10.0666666666667,23,37,30,10,0
"42",20,5,0.322,30,NA,NA,1,8,30,34,27,8.96666666666667,16.4,22.7,24.9333333333333,30.3333333333333,1,6,32,35,26
"43",30,1,0.450571428571429,30,NA,NA,98,1,1,0,0,75.2666666666667,11.8,6.33333333333333,6.76666666666667,3.16666666666667,99,0,1,0,0
"44",30,3,0.312142857142857,30,NA,NA,27,35,30,7,1,23,28.2666666666667,25.5,15.7666666666667,10.8,27,36,31,6,0
"45",30,5,0.310571428571429,30,NA,NA,2,10,30,37,21,8.13333333333333,17.4333333333333,21.7666666666667,25.4,30.6,2,10,29,36,23
"46",20,1,0.344428571428571,30,NA,NA,89,8,3,0,0,62.5333333333333,16.3666666666667,9.2,9.66666666666667,5.56666666666667,86,12,2,0,0
"47",20,3,0.521571428571429,30,NA,NA,11,29,40,16,4,14.9,24.4666666666667,27.2,20.2666666666667,16.5,11,29,40,18,2
"48",20,5,0.398285714285714,30,NA,NA,0,4,15,31,50,5.66666666666667,10.5666666666667,16.7666666666667,24,46.3333333333333,0,5,15,31,49
"49",30,1,0.491571428571429,30,NA,NA,100,0,0,0,0,86.7666666666667,6.33333333333333,3.96666666666667,5.1,1.16666666666667,100,0,0,0,0
"50",30,3,0.462571428571429,30,NA,NA,65,30,5,0,0,47.5666666666667,28.1333333333333,11.4333333333333,9.6,6.6,64,30,6,0,0
"51",30,5,0.460142857142857,30,NA,NA,17,38,29,13,3,18.4333333333333,26.5,24.8,18.7666666666667,14.8333333333333,17,39,29,12,3
"52",20,1,0.333428571428572,30,NA,NA,99,1,0,0,0,79.5333333333333,9.3,5.7,6.56666666666667,2.23333333333333,100,0,0,0,0
"53",20,3,0.483428571428571,30,NA,NA,50,34,13,3,0,33.9666666666667,29.9333333333333,19.2,11.7666666666667,8.46666666666667,48,37,14,1,0
"54",20,5,0.590571428571429,30,NA,NA,8,26,29,28,9,14.3,21.3333333333333,22.8333333333333,24.3333333333333,20.5333333333333,8,21,39,22,10
