"","dlttarget","situation","targetdose","truedrprob_targetdose","truedltprob_targetdose","n","dr_bias","dlt_bias","dr_variance","dlt_variance"
"34",20,"lowerDR",1,25,20.2,40,0.0522861793179786,-0.0106184862910443,0.00441684460448635,0.00505922331013032
"35",20,"lowerDR",1,25,20.2,50,0.0383628137748065,-0.00633291674317422,0.00326370347101361,0.00351349771591035
"36",20,"lowerDR",1,25,20.2,60,0.0307624568357451,-0.00582790248745304,0.00257353025223977,0.00262441355657718
"37",20,"lowerDR",1,25,20.2,70,0.025017107208351,-0.0058556606907862,0.00221196621033507,0.0020936241856859
"38",20,"lowerDR",1,25,20.2,80,0.0219495733713286,-0.0048726189874145,0.0018282327893276,0.00178003439995107
"39",20,"lowerDR",1,25,20.2,90,0.0188549007983899,-0.0039512970241036,0.00163111617434107,0.00162430366166722
"40",20,"lowerDR",1,25,20.2,100,0.016799250631237,-0.00348389650043747,0.00145584004489025,0.00140668950398046
"41",20,"lowerDR",3,25,20,10,0.417603510169166,0.0518829400276313,0.00747263924061976,0.00975730466503701
"42",20,"lowerDR",3,25,20,20,0.236189386036101,-0.0124613234999664,0.0173368238723189,0.0101791688008932
"43",20,"lowerDR",3,25,20,30,0.135894150657092,-0.0276238898788082,0.0137936494647893,0.00744646254273723
"44",20,"lowerDR",3,25,20,40,0.0830640115513961,-0.028416948276728,0.00863726699420406,0.00542229329113661
"45",20,"lowerDR",3,25,20,50,0.0550569759422803,-0.0235739609812025,0.00537972329532441,0.00393476522500824
"46",20,"lowerDR",3,25,20,60,0.0402967820699027,-0.016740842870617,0.003755900696784,0.0031732703042668
"47",20,"lowerDR",3,25,20,70,0.0305124741142506,-0.0123147618522593,0.00288476692520529,0.00251138028659874
"48",20,"lowerDR",3,25,20,80,0.0248336407646117,-0.0093821992637679,0.00226011136339765,0.00192102256979711
"49",20,"lowerDR",3,25,20,90,0.0209900403621491,-0.00765649278355221,0.00185362228329474,0.00162080573253813
"50",20,"lowerDR",3,25,20,100,0.0180691898097664,-0.0064430300320105,0.00158278581256208,0.00141291972959215
"51",20,"lowerDR",5,25.1,20.2,10,0.462627087339492,0.182762740900849,0.0046706387996629,0.0184442307936258
"52",20,"lowerDR",5,25.1,20.2,20,0.28263255465186,0.0394245215620112,0.0163372149918493,0.0139978200848193
"53",20,"lowerDR",5,25.1,20.2,30,0.163638105877811,-0.00623407770799596,0.0147651358101385,0.00920607293732145
"54",20,"lowerDR",5,25.1,20.2,40,0.0995093537940021,-0.020049917567236,0.0092197668938345,0.00653638708268628
"55",20,"lowerDR",5,25.1,20.2,50,0.0648208540984904,-0.0212529866439585,0.00582023132621776,0.00448484969188337
"56",20,"lowerDR",5,25.1,20.2,60,0.0463045848878741,-0.0183102178768233,0.0040268024917951,0.00315367627328725
"57",20,"lowerDR",5,25.1,20.2,70,0.0360067029296665,-0.016334314943261,0.00309867857230934,0.00243486577558544
"58",20,"lowerDR",5,25.1,20.2,80,0.0286003528627053,-0.0158186681544615,0.00243184439022788,0.00200190142587642
"59",20,"lowerDR",5,25.1,20.2,90,0.023314365990925,-0.0150303558292308,0.00201535175335607,0.00173913564978867
"60",20,"lowerDR",5,25.1,20.2,100,0.0193537909021686,-0.013152264340195,0.00175583071610956,0.00154190526073296
"61",20,"null",1,39.9,20.2,10,0.159731223992276,-0.00437873279783417,0.00688811725353665,0.0103038383591151
"62",20,"null",1,39.9,20.2,20,0.0725542367193833,-0.00983627545123521,0.011137887946108,0.0158014809692673
"63",20,"null",1,39.9,20.2,30,0.0394131008327602,-0.00343705863593422,0.00895666752722383,0.0101484201249972
"64",20,"null",1,39.9,20.2,40,0.0262864987948599,-0.000123454765853213,0.00638773214255534,0.00669850316295714
"65",20,"null",1,39.9,20.2,50,0.0168256328711212,0.001407342424194,0.00520227417845677,0.00448934749716408
"66",20,"null",1,39.9,20.2,60,0.0140101410549774,0.00103136626654617,0.00428024645909893,0.00340757524751696
"67",20,"null",1,39.9,20.2,70,0.012567889980515,0.000329355470057369,0.00352839025548481,0.00278591219524906
"68",20,"null",1,39.9,20.2,80,0.0112026065657783,0.000544902948990881,0.00307517436121487,0.00237828759395291
"69",20,"null",1,39.9,20.2,90,0.0103288657348613,-0.000150651902626382,0.00275084000851334,0.00205747519641641
"70",20,"null",1,39.9,20.2,100,0.00903924772423357,-0.000592186402910283,0.00250534380602666,0.00183445680659866
"71",20,"null",3,40.9,20.2,10,0.300906430086261,0.0708818634176363,0.00492676580962414,0.00831693791756192
"72",20,"null",3,40.9,20.2,20,0.169409594193109,0.00401166589826821,0.0166120280312473,0.0138279806379677
"73",20,"null",3,40.9,20.2,30,0.0886293915959518,-0.0146669274468485,0.0163639564137942,0.0113265709196649
"74",20,"null",3,40.9,20.2,40,0.0530785180036854,-0.0150014293519406,0.01200010944714,0.00934045579443935
"75",20,"null",3,40.9,20.2,50,0.0318065783005454,-0.00605698607669936,0.00886896643072036,0.00696071412089761
"76",20,"null",3,40.9,20.2,60,0.0217001408568352,-0.00092512306699294,0.00694327468244195,0.00543248744699798
"77",20,"null",3,40.9,20.2,70,0.015191873323508,0.00105176359461335,0.00547141731778453,0.00433756764956652
"78",20,"null",3,40.9,20.2,80,0.0112270947620666,0.00112557039389795,0.0046172568649545,0.00353416991396772
"79",20,"null",3,40.9,20.2,90,0.00974779136881697,0.00180258770554587,0.00392475220246901,0.00278491287299152
"80",20,"null",3,40.9,20.2,100,0.00849251928903733,0.00130695955161482,0.00341514600603851,0.00241747059129867
"81",20,"null",5,40.1,19.8,10,0.332610975614489,0.223407376508486,0.00408603088320996,0.0211589414267964
"82",20,"null",5,40.1,19.8,20,0.196603857443657,0.069990167916281,0.0175983196130905,0.0179514794036841
"83",20,"null",5,40.1,19.8,30,0.107285418675188,0.0242755394332555,0.0179560024942455,0.0128551497112357
"84",20,"null",5,40.1,19.8,40,0.0607800260180111,0.00830620997847831,0.0131935505485873,0.00919851811742874
"85",20,"null",5,40.1,19.8,50,0.0361581715487876,0.000820070489517455,0.00937659406304586,0.00604619476046635
"86",20,"null",5,40.1,19.8,60,0.0228205741372327,0.0018022663061514,0.00688820982400592,0.00495813175061447
"87",20,"null",5,40.1,19.8,70,0.0178169542847826,0.00207534647305773,0.00604024031064966,0.00399661887647768
"88",20,"null",5,40.1,19.8,80,0.0119496696022306,0.00309454201060884,0.00488069403773514,0.00364088678646992
"89",20,"null",5,40.1,19.8,90,0.00907893802196336,0.00300281820722416,0.00420916762232353,0.00315080596954974
"90",20,"null",5,40.1,19.8,100,0.00714282739488023,0.00263449725640178,0.00373469118946328,0.0026317208931487
"91",30,"higherDR",1,65,30.2,10,-0.0355006833951928,-0.0725575414453868,0.00710962426410283,0.0226924232170893
