"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat","dose1_crmmc_selec","dose2_crmmc_selec","dose3_crmmc_selec","dose4_crmmc_selec","dose5_crmmc_selec"
"1",30,1,1.46957142857143,100,NA,NA,100,0,0,0,0,94.6,2.69,1.44,1.78,0.49,100,0,0,0,0
"2",30,3,1.63557142857143,100,NA,NA,6,81,13,0,0,24.28,54,17.98,2.8,1.94,6,79,15,0,0
"3",30,5,1.51742857142857,100,NA,NA,0,0,37,62,1,5.77,10.78,38.51,39.69,6.25,0,0,38,60,2
"4",20,1,1.58342857142857,100,NA,NA,100,0,0,0,0,89.69,6.05,2,2.19,1.07,100,0,0,0,0
"5",20,3,1.41814285714286,100,NA,NA,0,25,73,2,0,12.56,29.72,48.82,7.09,2.81,0,24,74,2,0
"6",20,5,1.34371428571429,100,NA,NA,0,0,1,55,44,3.83,5.81,12.93,46.28,32.15,0,0,1,51,48
"7",30,1,1.27842857142857,100,NA,NA,100,0,0,0,0,91,4.8,2.1,2.1,1,100,0,0,0,0
"8",30,3,1.18471428571429,100,NA,NA,0,40,60,0,0,10.93,36.66,43.69,6.26,3.46,0,40,60,0,0
"9",30,5,1.47214285714286,100,NA,NA,0,0,5,76,19,3.08,5.73,17.04,51.6,23.55,0,0,5,76,19
"10",20,1,1.48457142857143,100,NA,NA,76,24,0,0,0,69.7,24.01,3.38,2.55,1.36,75,25,0,0,0
"11",20,3,1.586,100,NA,NA,0,0,52,48,0,5.34,11.99,42.64,32.88,8.15,0,0,54,46,0
"12",20,5,1.45228571428571,100,NA,NA,0,0,0,6,94,2.78,3.85,8.04,21.47,64.86,0,0,0,6,94
"13",30,1,1.516,100,NA,NA,100,0,0,0,0,95.37,2.13,1.11,1.87,0.52,100,0,0,0,0
"14",30,3,1.243,100,NA,NA,36,64,0,0,0,49.66,41.58,5.23,2.81,1.72,34,66,0,0,0
"15",30,5,1.45814285714286,100,NA,NA,0,7,86,7,0,8.7,20.87,55.76,11.82,3.85,0,6,87,7,0
"16",20,1,1.31657142857143,100,NA,NA,100,0,0,0,0,93.29,3.41,1.76,1.89,0.65,100,0,0,0,0
"17",20,3,1.30185714285714,100,NA,NA,1,74,25,0,0,20.42,50.77,23.74,3.53,2.54,1,73,26,0,0
"18",20,5,1.41071428571428,100,NA,NA,0,0,22,77,1,3.2,8.04,31.22,48.25,10.29,0,0,21,77,2
"19",30,1,0.842571428571429,60,NA,NA,100,0,0,0,0,89.5333333333333,5.28333333333333,2.68333333333333,3.23333333333333,0.933333333333333,100,0,0,0,0
"20",30,3,0.930285714285715,60,NA,NA,14,69,17,0,0,33.6166666666667,41.8166666666667,16.2166666666667,5.76666666666667,4.25,14,71,14,1,0
"21",30,5,0.707571428571428,60,NA,NA,0,2,57,36,5,8.5,16.9166666666667,36.3833333333333,27.45,12.4166666666667,0,2,55,39,4
"22",20,1,0.980142857142857,60,NA,NA,99,1,0,0,0,85.1666666666667,7.78333333333333,3.25,3.6,1.86666666666667,98,2,0,0,0
"23",20,3,0.803285714285714,60,NA,NA,2,35,59,4,0,18.1,34.9166666666667,33.2833333333333,10.0666666666667,5.3,3,35,56,6,0
"24",20,5,0.870285714285715,60,NA,NA,0,0,7,65,28,5.86666666666667,9,20.1166666666667,40.5,26.1833333333333,0,0,8,61,31
"25",30,1,1.06014285714286,60,NA,NA,99,1,0,0,0,86.3166666666667,6.98333333333333,3.48333333333333,3.66666666666667,1.21666666666667,100,0,0,0,0
"26",30,3,0.800285714285714,60,NA,NA,5,42,48,5,0,22.0666666666667,34.3166666666667,31.15,8.66666666666667,5.46666666666667,4,44,47,5,0
"27",30,5,0.837,60,NA,NA,0,0,16,69,15,5.21666666666667,10.7833333333333,27.6,38.6166666666667,19.45,0,0,17,67,16
"28",20,1,0.920285714285714,60,NA,NA,74,26,0,0,0,67.1333333333333,22.9,5.46666666666667,4.13333333333333,2.03333333333333,75,25,0,0,0
"29",20,3,1.03442857142857,60,NA,NA,0,6,63,27,4,11.0333333333333,20.3333333333333,40.1833333333333,21.5666666666667,8.55,0,4,61,32,3
"30",20,5,1.00785714285714,60,NA,NA,0,0,0,29,71,2.08333333333333,6.86666666666667,12.7166666666667,29.9833333333333,50.0166666666667,0,0,0,25,75
"31",30,1,0.858428571428571,60,NA,NA,100,0,0,0,0,91.9666666666667,4.21666666666667,2.11666666666667,2.7,0.666666666666667,100,0,0,0,0
"32",30,3,0.819714285714286,60,NA,NA,44,55,1,0,0,56.0666666666667,29.6666666666667,7.4,4.95,3.58333333333333,46,51,3,0,0
"33",30,5,0.842142857142857,60,NA,NA,1,29,63,7,0,13.7166666666667,27.7666666666667,36.6833333333333,15.3166666666667,8.18333333333333,1,24,66,9,0
"34",20,1,1.091,60,NA,NA,100,0,0,0,0,89.25,5.05,2.93333333333333,3.06666666666667,1.36666666666667,100,0,0,0,0
"35",20,3,0.728428571428571,60,NA,NA,13,68,19,0,0,30.8666666666667,39.5,20.2833333333333,6.43333333333333,4.58333333333333,10,74,16,0,0
"36",20,5,0.918428571428572,60,NA,NA,0,1,26,64,9,7.66666666666667,13.9166666666667,29.9666666666667,34.7166666666667,15.4,0,3,28,59,10
"37",30,1,0.481571428571429,30,NA,NA,99,1,0,0,0,79.5666666666667,11.1666666666667,4.7,6.03333333333333,1.86666666666667,99,1,0,0,0
"38",30,3,0.482714285714286,30,NA,NA,51,35,13,1,0,37.0333333333333,26.2333333333333,18,12.4666666666667,9.6,47,37,15,1,0
