"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat"
"1",30,1,145.075714285711,100,32.13,49.7,8,77,14,1,0,9.4,52.52,27.1,7.34,4.64
"2",30,3,146.117142857139,100,29.06,46.69,0,0,64,33,3,1.13,3.48,43.34,33.93,19.12
"3",30,5,144.221428571425,100,23.26,41.38,0,0,0,10,90,0.43,0.6,1.39,10.09,88.49
"4",20,1,145.734285714282,100,19.92,38.57,26,72,2,0,0,27.67,54.91,12.75,3.29,2.38
"5",20,3,146.154285714282,100,18.2,36.75,0,4,67,27,2,3.41,10.2,46.68,27.31,13.4
"6",20,5,146.159999999997,100,15.47,31.02,0,0,0,32,68,1.44,1.27,4.04,25.49,68.76
"7",30,1,146.365714285711,100,34.72,38,2,62,36,0,0,3.97,39.1,43.82,8.23,5.88
"8",30,3,145.569999999996,100,31.7,34.91,0,0,40,56,4,0.82,1.82,25.92,45.49,26.95
"9",30,5,144.955714285711,100,24.46,28.36,0,0,0,8,92,0.47,0.43,1.19,9.58,89.33
"10",20,1,144.658571428568,100,23.54,28.16,10,53,36,1,0,11.7,39,36.97,8.07,5.26
"11",20,3,146.768571428567,100,21.57,26.73,0,2,34,61,3,2,4.66,21.62,45.62,27.1
"12",20,5,145.652857142855,100,16.52,19.33,0,0,0,8,92,1.07,1.13,2.1,8.91,87.79
"13",30,1,142.708571428568,100,30.83,61.57,32,46,22,0,0,22.99,39.5,25.95,7.99,4.57
"14",30,3,145.051428571425,100,29.08,57.56,0,11,71,17,1,1.08,10.4,48.25,26.59,14.68
"15",30,5,148.107142857139,100,22.15,53.84,0,0,1,24,75,0.46,1.04,4.64,25.76,69.1
"16",20,1,147.977142857139,100,17.87,49.39,68,31,1,0,0,62.13,31.54,3.98,2.13,1.22
"17",20,3,145.318571428568,100,16.01,42.89,3,43,49,5,0,8.16,41.51,35.25,10.64,5.44
"18",20,5,148.774285714282,100,13.41,41.07,0,0,12,55,33,1.57,2.74,15.35,40.46,40.88
"19",30,1,89.7242857142851,60,17.91,28.89,11,61,27,1,0,10.5333333333333,40.0166666666667,29.45,12.35,9.31666666666667
"20",30,3,87.2157142857136,60,15.92,25.06,0,4,49,43,4,1.73333333333333,7.2,32.3,35.7166666666667,24.7166666666667
"21",30,5,89.3528571428566,60,11.93,20.86,0,0,0,21,79,0.9,1.45,3.43333333333333,17.7833333333333,78.1
