"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat","dose1_crmmc_selec","dose2_crmmc_selec","dose3_crmmc_selec","dose4_crmmc_selec","dose5_crmmc_selec"
"1",30,1,1.25514285714286,100,NA,NA,100,0,0,0,0,92,3.32,1.95,2.47,1.26,100,0,0,0,0
"2",30,3,1.50314285714286,100,NA,NA,98,2,0,0,0,74.42,16.04,4.87,3.26,2.41,96,4,0,0,0
"3",30,5,1.37714285714286,100,NA,NA,2,30,62,6,0,14.39,33.26,37.8,10.72,4.83,2,32,60,6,0
"4",20,1,1.54442857142857,100,NA,NA,98,2,0,0,0,83.24,8.17,3.91,3.36,2.32,99,1,0,0,0
"5",20,3,1.38185714285714,100,NA,NA,7,58,34,1,0,16.74,45.8,28.02,6.3,4.14,6,62,31,1,0
"6",20,5,1.21828571428571,100,NA,NA,0,0,25,56,19,3.86,7.96,26.31,40.95,21.92,0,0,25,58,17
"7",30,1,1.49028571428571,100,NA,NA,100,0,0,0,0,86.07,6.85,3.21,2.73,2.14,100,0,0,0,0
"8",30,3,1.49371428571429,100,NA,NA,15,77,8,0,0,29.5,47.71,15.49,4.96,3.34,19,73,8,0,0
"9",30,5,1.36614285714286,100,NA,NA,0,3,42,50,5,4.63,13.64,35.14,35.08,12.51,0,3,40,52,5
"10",20,1,1.43328571428571,100,NA,NA,37,55,8,0,0,37.5,40.89,13.9,4.92,3.79,32,61,7,0,0
"11",20,3,1.57214285714286,100,NA,NA,0,4,61,34,1,6.43,14.82,43.37,27.38,9,0,4,63,32,1
"12",20,5,1.54228571428571,100,NA,NA,0,0,1,28,71,1.93,4.96,10.74,34.12,49.25,0,0,1,26,73
"13",30,1,1.393,100,NA,NA,100,0,0,0,0,94.32,2.29,1.63,1.86,0.9,100,0,0,0,0
"14",30,3,1.29657142857143,100,NA,NA,100,0,0,0,0,90.13,4.77,2.22,2.34,1.54,100,0,0,0,0
"15",30,5,1.48614285714286,100,NA,NA,45,51,4,0,0,44.92,38.14,9.72,4.1,4.12,44,52,4,0,0
"16",20,1,1.34028571428571,100,NA,NA,100,0,0,0,0,91.42,3.47,2.04,2.41,1.66,100,0,0,0,0
"17",20,3,1.59485714285714,100,NA,NA,78,22,0,0,0,63.68,24.93,5.57,3.71,3.11,73,27,0,0,0
"18",20,5,1.42042857142857,100,NA,NA,0,16,75,9,0,8.17,26.75,44.51,15.21,6.36,0,16,73,11,0
"19",30,1,0.845428571428571,60,NA,NA,100,0,0,0,0,85.8166666666667,5.8,3.73333333333333,3.73333333333333,2.58333333333333,100,0,0,0,0
"20",30,3,0.825714285714286,60,NA,NA,87,11,2,0,0,65.5,18.2,7.31666666666667,5.9,4.75,87,12,1,0,0
"21",30,5,0.935571428571428,60,NA,NA,2,46,45,7,0,19.4833333333333,31.2666666666667,27.4666666666667,13.5,9.95,4,45,43,8,0
"22",20,1,0.898285714285714,60,NA,NA,96,4,0,0,0,71.4166666666667,14.0833333333333,7.16666666666667,5.15,3.85,96,4,0,0,0
"23",20,3,0.823142857142857,60,NA,NA,16,54,27,3,0,26.3166666666667,35.1666666666667,23.0666666666667,9.76666666666667,7.35,17,51,30,2,0
"24",20,5,1.00585714285714,60,NA,NA,0,7,29,53,11,9.31666666666667,15.0666666666667,25.3666666666667,29.9,22.0166666666667,0,7,32,50,11
"25",30,1,0.868714285714286,60,NA,NA,98,2,0,0,0,78.85,9.06666666666667,5.43333333333333,4.9,3.41666666666667,100,0,0,0,0
"26",30,3,0.872571428571429,60,NA,NA,27,54,19,0,0,29.9666666666667,34.35,20.7833333333333,8.6,7.96666666666667,30,53,17,0,0
"27",30,5,0.780857142857143,60,NA,NA,1,11,35,50,3,7.68333333333333,16.5333333333333,29.7333333333333,32.1166666666667,15.6,0,11,35,51,3
"28",20,1,0.906285714285714,60,NA,NA,40,50,10,0,0,40.8166666666667,33.35,14.1,7.06666666666667,6.33333333333333,43,50,6,1,0
"29",20,3,0.997428571428571,60,NA,NA,1,15,57,24,3,10.4,22.1666666666667,34.6166666666667,21.8166666666667,12.6666666666667,1,16,54,26,3
"30",20,5,1.07928571428571,60,NA,NA,0,0,6,33,61,3.36666666666667,7.61666666666667,17.1,28.05,45.5333333333333,0,0,6,32,62
"31",30,1,0.933571428571429,60,NA,NA,100,0,0,0,0,90.45,4.33333333333333,2.35,3.18333333333333,1.35,100,0,0,0,0
"32",30,3,0.864428571428571,60,NA,NA,100,0,0,0,0,82.0833333333333,7.11666666666667,4.15,4.66666666666667,3.65,100,0,0,0,0
"33",30,5,1.07214285714286,60,NA,NA,46,48,6,0,0,46.7,31.0833333333333,11.45,6.75,5.68333333333333,47,49,4,0,0
"34",20,1,0.818285714285715,60,NA,NA,100,0,0,0,0,84.7166666666667,7.38333333333333,3.36666666666667,3.78333333333333,2.41666666666667,100,0,0,0,0
"35",20,3,1.13628571428571,60,NA,NA,72,27,1,0,0,59.2666666666667,22.5166666666667,9.03333333333333,5.95,4.9,75,24,1,0,0
"36",20,5,0.879714285714286,60,NA,NA,1,37,45,17,0,17.3666666666667,29.3833333333333,27.7833333333333,15.1,12.0333333333333,1,38,45,16,0
"37",30,1,0.400571428571429,30,NA,NA,100,0,0,0,0,73.6666666666667,10.6333333333333,7.5,7.66666666666667,3.86666666666667,100,0,0,0,0
"38",30,3,0.541,30,NA,NA,77,17,5,1,0,49.7,21.0333333333333,14.4,10.4666666666667,7.73333333333333,77,18,5,0,0
"39",30,5,0.459714285714286,30,NA,NA,21,36,25,14,4,21.1666666666667,23.4,19,19.2666666666667,20.5,22,38,20,14,6
"40",20,1,0.434857142857143,30,NA,NA,89,7,3,1,0,54.7,18.8333333333333,10.8333333333333,10.2333333333333,8.73333333333333,83,14,2,1,0
"41",20,3,0.668142857142857,30,NA,NA,29,36,22,11,2,24.2666666666667,28.7333333333333,21.0666666666667,17,12.2666666666667,26,41,19,13,1
