"","dlttarget","situation","targetdose","truedrprob_targetdose","truedltprob_targetdose","n","dr_bias","dlt_bias","dr_variance","dlt_variance"
"49",20,"lowerDR",3,25,20,90,0.0306756164102838,-0.00709197316554639,0.00387575177529672,0.00250132904096824
"50",20,"lowerDR",3,25,20,100,0.0246710057091232,-0.00786076276562764,0.00333227973028051,0.00227615447595855
"51",20,"lowerDR",5,25.1,20.2,10,0.467827929093102,0.208172536472274,0.00447791931603882,0.0216179236480813
"52",20,"lowerDR",5,25.1,20.2,20,0.314156772601719,0.0704013093086838,0.0160735369181533,0.0184494174228889
"53",20,"lowerDR",5,25.1,20.2,30,0.209518791316771,0.0263131049068515,0.0181590129069313,0.0132305950850195
"54",20,"lowerDR",5,25.1,20.2,40,0.148358200026692,0.0170379297649781,0.0134231130401545,0.00950492760906543
"55",20,"lowerDR",5,25.1,20.2,50,0.110258595791782,0.0103805718212208,0.0100821694074427,0.00644872131994716
"56",20,"lowerDR",5,25.1,20.2,60,0.085462862185888,0.00560446679132199,0.00743510282122084,0.00483287990742725
"57",20,"lowerDR",5,25.1,20.2,70,0.0681597284968726,0.00271602573694523,0.00558857415297805,0.00387138630471698
"58",20,"lowerDR",5,25.1,20.2,80,0.0556625023504346,0.000835622928823605,0.00437000823778365,0.00318657671653041
"59",20,"lowerDR",5,25.1,20.2,90,0.0454626982263774,-0.0010148238718393,0.00352798979138471,0.00261249320922885
"60",20,"lowerDR",5,25.1,20.2,100,0.0385485061837714,-0.000973421719842131,0.00297696215013309,0.00229417722302617
"61",20,"null",1,39.9,20.2,10,0.148005911693743,-0.00818985340095089,0.00600933510046494,0.00726793360456565
"62",20,"null",1,39.9,20.2,20,0.0502386095428364,-0.0333571074550845,0.0104328916641432,0.00964859129787658
"63",20,"null",1,39.9,20.2,30,0.0132001895011219,-0.0262890250911401,0.00934510682751078,0.00763979087348853
"64",20,"null",1,39.9,20.2,40,-0.00187182246146267,-0.0176366711744844,0.00797556207961946,0.00524251144176796
"65",20,"null",1,39.9,20.2,50,-0.00617199497759174,-0.0138293002856868,0.00632853070708367,0.0039297315895766
"66",20,"null",1,39.9,20.2,60,-0.0104196231244757,-0.0128495797943921,0.00539127722050405,0.00313413822258345
"67",20,"null",1,39.9,20.2,70,-0.0128885242041505,-0.0130081732678263,0.00465605160551673,0.00274268024499061
"68",20,"null",1,39.9,20.2,80,-0.0140528038050215,-0.013091561126149,0.00431360857571093,0.00239593910857579
"69",20,"null",1,39.9,20.2,90,-0.015850905396824,-0.0131535125904168,0.00403670288715857,0.00213396204780222
"70",20,"null",1,39.9,20.2,100,-0.0160872253856641,-0.0124341011776024,0.00376402047432334,0.00196643118337664
"71",20,"null",3,40.9,20.2,10,0.313846754892395,0.0933780097977124,0.00430641822926722,0.0107678204548469
"72",20,"null",3,40.9,20.2,20,0.218512957058203,0.0390035334308738,0.0143507166088319,0.0153244101233362
"73",20,"null",3,40.9,20.2,30,0.162692535603711,0.0381569811073765,0.0149716318289259,0.0149498297118013
