"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat","dose1_crmmc_selec","dose2_crmmc_selec","dose3_crmmc_selec","dose4_crmmc_selec","dose5_crmmc_selec"
"1",30,1,1.44071428571428,100,NA,NA,100,0,0,0,0,98.1,1.46,0.75,0.6,0.09,100,0,0,0,0
"2",30,3,1.495,100,NA,NA,99,1,0,0,0,91.29,5.64,1.84,1.7,0.53,99,1,0,0,0
"3",30,5,1.17957142857143,100,NA,NA,2,49,48,1,0,27.56,41.51,26.15,4.34,1.44,2,52,45,1,0
"4",20,1,1.60757142857143,100,NA,NA,100,0,0,0,0,93.56,4.06,1.78,1.29,0.31,100,0,0,0,0
"5",20,3,1.26528571428571,100,NA,NA,21,64,15,0,0,49.1,38.38,10.86,1.8,0.86,19,64,17,0,0
"6",20,5,1.65942857142857,100,NA,NA,0,2,37,59,2,12.98,15.73,38.6,28.79,4.9,0,2,37,59,2
"7",30,1,1.34671428571429,100,NA,NA,100,0,0,0,0,95.99,2.51,1.22,1.08,0.2,100,0,0,0,0
"8",30,3,1.39628571428571,100,NA,NA,40,56,4,0,0,57.08,35.48,6.3,1.57,0.57,41,56,3,0,0
"9",30,5,1.59228571428571,100,NA,NA,0,6,65,28,1,13.49,19.5,43.46,21.59,2.96,0,6,62,31,1
"10",20,1,1.44157142857143,100,NA,NA,58,38,4,0,0,65.72,27.88,5.51,1.44,0.45,59,39,2,0,0
"11",20,3,1.05628571428571,100,NA,NA,0,11,73,16,0,19.65,27.06,40.94,11.4,1.95,0,11,73,16,0
"12",20,5,1.37628571428572,100,NA,NA,0,0,8,40,52,8.4,9.49,22.4,33.79,26.92,0,0,7,38,55
"13",30,1,1.18528571428571,100,NA,NA,100,0,0,0,0,98.92,1.19,0.5,0.35,0.04,100,0,0,0,0
"14",30,3,1.28228571428571,100,NA,NA,100,0,0,0,0,96.67,2.14,1.01,1.03,0.15,100,0,0,0,0
"15",30,5,1.29957142857143,100,NA,NA,67,33,0,0,0,73.45,22.11,3.27,1.71,0.46,68,32,0,0,0
"16",20,1,1.45771428571428,100,NA,NA,100,0,0,0,0,97.81,1.49,0.69,0.88,0.13,100,0,0,0,0
"17",20,3,1.46414285714286,100,NA,NA,88,12,0,0,0,84.79,12.02,2.09,1.56,0.54,88,12,0,0,0
"18",20,5,1.37942857142857,100,NA,NA,0,37,58,5,0,24.1,39.21,30.57,6.16,0.96,0,34,62,4,0
"19",30,1,0.864571428571428,60,NA,NA,100,0,0,0,0,96.7666666666667,2.36666666666667,1.23333333333333,1.15,0.15,100,0,0,0,0
"20",30,3,0.687,60,NA,NA,97,3,0,0,0,89.35,6.66666666666667,2.83333333333333,2.11666666666667,0.7,96,4,0,0,0
"21",30,5,0.630571428571429,60,NA,NA,13,51,33,3,0,38.8666666666667,34.3166666666667,21.1333333333333,5.16666666666667,2.18333333333333,13,48,37,2,0
"22",20,1,0.834142857142857,60,NA,NA,99,1,0,0,0,92.6833333333333,4.71666666666667,2.08333333333333,1.88333333333333,0.3,100,0,0,0,0
"23",20,3,0.689142857142857,60,NA,NA,36,52,12,0,0,59.4166666666667,26.5,9.65,3.9,2.2,38,50,12,0,0
"24",20,5,0.847857142857143,60,NA,NA,0,15,54,25,6,22.6,23.3833333333333,28.95,20,6.73333333333333,0,14,55,27,4
"25",30,1,0.843142857142857,60,NA,NA,100,0,0,0,0,92.5333333333333,4.31666666666667,2.11666666666667,2.01666666666667,0.683333333333333,100,0,0,0,0
"26",30,3,0.830428571428571,60,NA,NA,54,37,8,1,0,63.95,24.4833333333333,8.66666666666667,3.56666666666667,1,52,39,8,1,0
"27",30,5,0.883,60,NA,NA,6,30,42,22,0,26.3166666666667,28.2166666666667,27.5166666666667,16.8666666666667,2.75,6,27,44,23,0
"28",20,1,0.727428571428572,60,NA,NA,74,25,1,0,0,78.0666666666667,16.3333333333333,3.7,2.48333333333333,1.08333333333333,72,28,0,0,0
"29",20,3,0.815857142857143,60,NA,NA,4,31,53,11,1,28.3666666666667,31.7833333333333,28.9333333333333,9.58333333333333,3,6,25,57,11,1
"30",20,5,0.943285714285714,60,NA,NA,0,1,20,47,32,13.05,14.15,25.25,31.4833333333333,17.7333333333333,0,1,18,49,32
"31",30,1,0.726142857142857,60,NA,NA,100,0,0,0,0,98.3,1.7,0.933333333333333,0.716666666666667,0.0166666666666667,100,0,0,0,0
"32",30,3,0.883,60,NA,NA,100,0,0,0,0,94.3166666666667,4,1.63333333333333,1.43333333333333,0.283333333333333,100,0,0,0,0
"33",30,5,0.810428571428571,60,NA,NA,69,31,0,0,0,77.5166666666667,16.6166666666667,3.85,2.56666666666667,1.11666666666667,69,30,1,0,0
"34",20,1,0.965857142857143,60,NA,NA,100,0,0,0,0,96.2,2.71666666666667,1.13333333333333,1.38333333333333,0.233333333333333,100,0,0,0,0
"35",20,3,0.735,60,NA,NA,87,13,0,0,0,84.5333333333333,11.7333333333333,2.66666666666667,2.25,0.483333333333333,87,13,0,0,0
"36",20,5,0.884428571428571,60,NA,NA,9,41,45,5,0,35.1333333333333,33.8666666666667,24.9333333333333,5.73333333333333,2,7,42,47,4,0
"37",30,1,0.502428571428572,30,NA,NA,100,0,0,0,0,93.3666666666667,4.76666666666667,2.43333333333333,2.26666666666667,0.5,100,0,0,0,0
"38",30,3,0.518714285714286,30,NA,NA,96,3,1,0,0,82.1333333333333,9.66666666666667,4.7,4.86666666666667,1.96666666666667,97,2,1,0,0
"39",30,5,0.487285714285714,30,NA,NA,59,25,15,1,0,49.6,23.8666666666667,16.6666666666667,9.13333333333333,4.06666666666667,55,29,16,0,0
"40",20,1,0.587285714285714,30,NA,NA,99,1,0,0,0,86.5,7.9,3.83333333333333,3.83333333333333,1.26666666666667,100,0,0,0,0
"41",20,3,0.523857142857143,30,NA,NA,68,19,11,2,0,58.5,19.7,13.6333333333333,7.76666666666667,3.73333333333333,68,17,14,1,0
"42",20,5,0.472428571428571,30,NA,NA,19,25,33,19,4,27.9333333333333,24.2333333333333,23.5,17.5333333333333,10.1333333333333,17,26,35,18,4
"43",30,1,0.310142857142857,30,NA,NA,100,0,0,0,0,86.1333333333333,8.06666666666667,4.06666666666667,4.13333333333333,0.933333333333333,100,0,0,0,0
"44",30,3,0.454857142857143,30,NA,NA,85,9,6,0,0,71.8,15.4333333333333,7.7,5.56666666666667,2.83333333333333,83,11,6,0,0
"45",30,5,0.382,30,NA,NA,25,34,28,10,3,34.7333333333333,25.9,21.3,13.1333333333333,8.26666666666667,25,29,34,10,2
"46",20,1,0.463,30,NA,NA,87,12,1,0,0,70.4333333333333,15.4666666666667,7.8,6,3.63333333333333,87,13,0,0,0
"47",20,3,0.564428571428571,30,NA,NA,42,26,23,9,0,39.0666666666667,27.2333333333333,18.6333333333333,12.5333333333333,5.86666666666667,41,27,18,13,1
"48",20,5,0.528714285714286,30,NA,NA,6,15,29,31,19,18.2,21.3666666666667,24.1333333333333,21.1666666666667,18.4666666666667,5,16,25,37,17
"49",30,1,0.548285714285714,30,NA,NA,100,0,0,0,0,96.2333333333333,3.73333333333333,1.76666666666667,1.56666666666667,0.0333333333333333,100,0,0,0,0
"50",30,3,0.616,30,NA,NA,100,0,0,0,0,91,5.93333333333333,3.13333333333333,2.73333333333333,0.533333333333333,100,0,0,0,0
"51",30,5,0.376285714285714,30,NA,NA,87,12,1,0,0,74.6333333333333,14.6666666666667,7.1,4.86666666666667,2.06666666666667,89,8,3,0,0
"52",20,1,0.334857142857143,30,NA,NA,100,0,0,0,0,91.8666666666667,5.26666666666667,2.7,3,0.5,100,0,0,0,0
"53",20,3,0.434857142857143,30,NA,NA,95,5,0,0,0,78.9333333333333,13.1,5.7,4.53333333333333,1.06666666666667,97,3,0,0,0
"54",20,5,0.367714285714286,30,NA,NA,54,24,18,4,0,45.5666666666667,27.4,17.1333333333333,8.43333333333333,4.8,50,27,20,3,0
