"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat","dose1_crmmc_selec","dose2_crmmc_selec","dose3_crmmc_selec","dose4_crmmc_selec","dose5_crmmc_selec"
"1",30,1,1.42157142857143,100,NA,NA,100,0,0,0,0,94.5,2.5,1.57,1.93,0.5,100,0,0,0,0
"2",30,3,1.33142857142857,100,NA,NA,94,6,0,0,0,82.6,11.09,3.39,2.47,1.45,95,5,0,0,0
"3",30,5,1.499,100,NA,NA,1,42,55,2,0,15.65,38.24,36.65,7.04,3.42,1,42,55,2,0
"4",20,1,1.41,100,NA,NA,100,0,0,0,0,87.92,7.06,2.73,2.26,1.03,100,0,0,0,0
"5",20,3,1.18214285714286,100,NA,NA,8,61,30,1,0,27.5,45.83,20.07,5.11,2.49,9,61,29,1,0
"6",20,5,1.52,100,NA,NA,0,0,25,67,8,6.27,10.78,32.92,40.13,10.9,0,0,24,68,8
"7",30,1,1.47714285714286,100,NA,NA,100,0,0,0,0,91.81,4.66,1.77,1.91,0.85,100,0,0,0,0
"8",30,3,1.329,100,NA,NA,27,66,7,0,0,40.49,43.7,10.96,3.49,2.36,30,63,7,0,0
"9",30,5,1.55671428571428,100,NA,NA,0,4,47,45,4,10.81,16.67,40.46,25.04,8.02,0,4,47,46,3
"10",20,1,1.42228571428571,100,NA,NA,46,52,2,0,0,53.73,35.1,7.05,3.28,1.84,46,53,1,0,0
"11",20,3,1.41128571428571,100,NA,NA,0,6,65,29,0,11.52,21.3,42.08,20.21,5.89,0,8,62,30,0
"12",20,5,1.23085714285714,100,NA,NA,0,0,1,28,71,2.76,6.22,11.65,31.14,49.23,0,0,1,27,72
"13",30,1,1.45142857142857,100,NA,NA,100,0,0,0,0,96.57,1.64,1,1.37,0.42,100,0,0,0,0
"14",30,3,1.583,100,NA,NA,100,0,0,0,0,93.49,3.29,1.6,1.91,0.71,100,0,0,0,0
"15",30,5,1.497,100,NA,NA,54,42,4,0,0,55.79,33.46,7.59,2.79,1.37,51,45,4,0,0
"16",20,1,1.13614285714286,100,NA,NA,100,0,0,0,0,95.16,2.56,1.5,1.36,0.42,100,0,0,0,0
"17",20,3,1.32371428571429,100,NA,NA,80,20,0,0,0,73.12,19.85,3.91,2.58,1.54,80,20,0,0,0
"18",20,5,1.428,100,NA,NA,2,24,67,7,0,15.45,30.76,41.79,9.67,3.33,2,22,70,6,0
