"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat","dose1_crmmc_selec","dose2_crmmc_selec","dose3_crmmc_selec","dose4_crmmc_selec","dose5_crmmc_selec"
"1",30,1,1.43557142857143,100,NA,NA,100,0,0,0,0,94.29,2.69,1.26,2.27,0.49,100,0,0,0,0
"2",30,3,1.45814285714286,100,NA,NA,2,87,11,0,0,21.93,56.64,16.58,3.38,2.47,2,87,11,0,0
"3",30,5,1.61428571428571,100,NA,NA,0,1,45,52,2,5.27,11.19,39.19,38.46,6.89,0,0,46,53,1
"4",20,1,1.30771428571429,100,NA,NA,99,1,0,0,0,90.82,5.52,1.78,2,0.88,99,1,0,0,0
"5",20,3,1.203,100,NA,NA,0,23,75,2,0,11.07,29.32,49.41,7.28,3.92,0,25,73,2,0
"6",20,5,1.54742857142857,100,NA,NA,0,0,0,58,42,2.3,5.2,12.8,47.69,33.01,0,0,0,56,44
"7",30,1,1.31814285714286,100,NA,NA,100,0,0,0,0,92.11,4.32,1.74,2.09,0.74,100,0,0,0,0
"8",30,3,1.424,100,NA,NA,0,37,63,0,0,13.15,37.37,41.29,5.96,3.23,0,37,62,1,0
"9",30,5,1.538,100,NA,NA,0,0,1,78,21,3.72,7.52,18.4,50.86,20.5,0,0,1,78,21
"10",20,1,1.43357142857143,100,NA,NA,71,29,0,0,0,67.99,26.49,3.06,2.17,1.29,68,32,0,0,0
"11",20,3,1.396,100,NA,NA,0,2,55,42,1,6.55,13.1,48.25,26.78,6.32,0,2,58,39,1
"12",20,5,1.78214285714286,100,NA,NA,0,0,0,9,91,2.03,4.12,8.03,21.01,65.81,0,0,0,8,92
"13",30,1,1.469,100,NA,NA,100,0,0,0,0,95.18,2.31,1.29,1.73,0.49,100,0,0,0,0
"14",30,3,1.33971428571429,100,NA,NA,36,64,0,0,0,49.39,42.94,4.48,2.68,1.51,36,63,1,0,0
"15",30,5,1.61857142857143,100,NA,NA,0,10,87,3,0,9.13,21.88,55.1,10.73,4.16,0,11,87,2,0
"16",20,1,1.38371428571428,100,NA,NA,100,0,0,0,0,93.99,2.83,1.56,1.82,0.8,100,0,0,0,0
"17",20,3,1.41371428571429,100,NA,NA,1,80,19,0,0,19.57,53.18,22.53,3.44,2.28,0,80,20,0,0
"18",20,5,1.448,100,NA,NA,0,0,23,75,2,4.68,10.72,31.41,46.39,7.8,0,0,24,75,1
"19",30,1,0.965,60,NA,NA,100,0,0,0,0,90.5166666666667,4.25,2.3,3.46666666666667,1.13333333333333,100,0,0,0,0
"20",30,3,0.730285714285714,60,NA,NA,17,60,23,0,0,30.4333333333333,42.5833333333333,17.7666666666667,6.38333333333333,4.5,17,61,22,0,0
"21",30,5,0.806857142857143,60,NA,NA,0,1,47,52,0,8.75,13.9666666666667,38.0833333333333,31.0333333333333,9.83333333333333,0,3,44,52,1
"22",20,1,0.818857142857143,60,NA,NA,97,3,0,0,0,84.2,8.71666666666667,3.48333333333333,3.66666666666667,1.6,97,3,0,0,0
"23",20,3,0.836857142857143,60,NA,NA,1,32,65,2,0,15.9166666666667,32.6333333333333,36.9666666666667,10.8,5.35,1,32,64,3,0
"24",20,5,0.855428571428571,60,NA,NA,0,0,9,47,44,5.9,9.2,19.7833333333333,35.7333333333333,31.05,0,0,9,50,41
"25",30,1,0.942142857142857,60,NA,NA,100,0,0,0,0,86.9333333333333,6.9,3.11666666666667,3.33333333333333,1.38333333333333,100,0,0,0,0
"26",30,3,0.822142857142857,60,NA,NA,4,46,47,3,0,22.75,37.3166666666667,28.2333333333333,8.78333333333333,4.58333333333333,3,45,50,2,0
"27",30,5,0.816571428571429,60,NA,NA,0,0,17,60,23,6.15,10.55,27.2666666666667,35.8333333333333,21.8666666666667,0,0,19,60,21
"28",20,1,0.950285714285714,60,NA,NA,72,28,0,0,0,68.1166666666667,20.2166666666667,6.55,4.45,2.33333333333333,68,32,0,0,0
"29",20,3,0.558428571428572,60,NA,NA,0,5,58,33,4,8.53333333333333,16.7333333333333,36.6333333333333,28.1666666666667,11.6,0,4,56,37,3
"30",20,5,0.831285714285715,60,NA,NA,0,0,3,19,78,2.91666666666667,6.56666666666667,12,23.8666666666667,56.3166666666667,0,0,2,20,78
"31",30,1,0.978714285714286,60,NA,NA,100,0,0,0,0,92.7,3.68333333333333,1.85,2.81666666666667,0.616666666666667,100,0,0,0,0
"32",30,3,0.880285714285714,60,NA,NA,50,47,3,0,0,58.6666666666667,29.2833333333333,7.06666666666667,4.2,2.45,49,49,2,0,0
"33",30,5,0.741285714285714,60,NA,NA,0,25,62,13,0,12.6,29.6833333333333,36.5833333333333,15.5333333333333,7.26666666666667,0,24,61,15,0
"34",20,1,0.815,60,NA,NA,100,0,0,0,0,89.2333333333333,5.1,2.75,3.46666666666667,1.11666666666667,100,0,0,0,0
"35",20,3,0.820714285714286,60,NA,NA,11,60,28,1,0,28.3833333333333,40.0833333333333,23.0833333333333,5.71666666666667,4.4,12,59,28,1,0
"36",20,5,1.06457142857143,60,NA,NA,0,0,36,60,4,7.35,15.3833333333333,31.7166666666667,33.9,13.3166666666667,0,0,37,58,5
"37",30,1,0.512571428571429,30,NA,NA,98,2,0,0,0,81.8666666666667,10.6333333333333,4,5.13333333333333,1.7,99,1,0,0,0
"38",30,3,0.361714285714286,30,NA,NA,51,28,18,3,0,40.9,26.6666666666667,17.7666666666667,10.9333333333333,7.06666666666667,46,35,15,4,0
"39",30,5,0.436857142857143,30,NA,NA,7,20,37,28,8,14.9333333333333,23.1,26.1,21.5333333333333,17.6666666666667,6,21,35,28,10
