"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat"
"1",30,1,144.197142857141,100,27.91,47.69,98,2,0,0,0,88.86,12.14,0,0,0
"2",30,3,140.979999999998,100,20.47,36.1,6,83,11,0,0,18.29,75.86,6.84,0.01,0
"3",30,5,142.387142857141,100,16.86,30.76,0,1,49,47,3,2.88,29.85,44.97,21.5,1.8
"4",20,1,144.034285714284,100,17.84,37.42,100,0,0,0,0,100.87,0.13,0,0,0
"5",20,3,142.775714285712,100,12.34,25.08,24,63,13,0,0,54.41,42.06,4.46,0.07,0
"6",20,5,142.441428571426,100,9.06,20.18,0,3,49,42,6,17.31,30.69,35.43,15.75,1.82
"7",30,1,142.31857142857,100,28.81,34.5,36,64,0,0,0,38.36,62.1,0.54,0,0
"8",30,3,145.445714285712,100,23.53,28.63,0,8,83,9,0,2.02,41.67,53.24,4.07,0
"9",30,5,144.627142857141,100,20.4,25.23,0,0,2,42,56,0.26,14.85,18.97,37.47,29.45
"10",20,1,145.087142857141,100,18.5,22.93,73,26,1,0,0,83.36,17.63,0.01,0,0
"11",20,3,143.087142857141,100,14.33,17.48,0,20,68,12,0,24.11,39.18,31.22,6.49,0
"12",20,5,143.627142857141,100,12.7,16.26,0,0,1,38,61,8.75,15.06,20.09,30,27.1
"13",30,1,144.234285714284,100,26.75,60.82,100,0,0,0,0,95.42,5.58,0,0,0
"14",30,3,144.352857142855,100,19.86,47.29,79,21,0,0,0,68.45,32.52,0.03,0,0
"15",30,5,143.267142857141,100,13.69,36.84,2,45,51,2,0,8.89,62.54,29.08,0.49,0
"16",20,1,143.655714285712,100,17.68,50.18,100,0,0,0,0,101,0,0,0,0
"17",20,3,145.581428571427,100,11.38,35.52,97,3,0,0,0,99.43,1.57,0,0,0
"18",20,5,143.805714285712,100,6.99,25.31,9,62,28,1,0,38.82,48.63,12.88,0.67,0
"19",30,1,88.2157142857143,60,15.21,27.11,94,6,0,0,0,80.2666666666667,21.4,0,0,0
"20",30,3,87.3314285714289,60,11.52,19.86,9,79,12,0,0,17.3333333333333,77.5833333333333,6.75,0,0
"21",30,5,89.3814285714283,60,8.41,15.81,1,11,50,36,2,4.38333333333333,45.0833333333333,39.5,11.9,0.8
"22",20,1,89.022857142857,60,10.13,20.16,100,0,0,0,0,101.483333333333,0.183333333333333,0,0,0
"23",20,3,86.5857142857144,60,6.3,13.41,52,47,1,0,0,81.8833333333333,19.2166666666667,0.566666666666667,0,0
"24",20,5,85.1700000000004,60,4.12,9.43,2,40,38,18,2,33.8333333333333,42.0166666666667,19.4166666666667,5.96666666666667,0.433333333333333
"25",30,1,87.582857142857,60,16.28,18.92,36,63,1,0,0,38.3833333333333,62.5,0.783333333333333,0,0
"26",30,3,86.6942857142855,60,11.57,15.02,0,36,61,3,0,4.85,65.8666666666667,29.7833333333333,1.16666666666667,0
"27",30,5,87.2485714285712,60,9.46,11.68,0,1,15,50,34,1.65,28.9666666666667,28.6833333333333,28.6,13.7666666666667
"28",20,1,86.2185714285718,60,10.16,12.72,81,19,0,0,0,92.3166666666667,9.35,0,0,0
"29",20,3,86.6057142857143,60,6.7,8.69,3,56,36,5,0,43.8666666666667,44.4666666666667,11.95,1.23333333333333,0.15
"30",20,5,87.4257142857141,60,5.61,6.61,0,1,19,39,41,15.8166666666667,24.7833333333333,26.0333333333333,21.4166666666667,13.6166666666667
"31",30,1,87.4857142857142,60,14.46,35.48,100,0,0,0,0,92.1,9.56666666666667,0,0,0
"32",30,3,87.5328571428571,60,10.45,27.05,77,23,0,0,0,68.1833333333333,33.4666666666667,0.0166666666666667,0,0
"33",30,5,85.8485714285716,60,6.96,19.39,9,57,34,0,0,15.0666666666667,70.95,15.1333333333333,0.483333333333333,0.0333333333333333
"34",20,1,88.4071428571427,60,10.31,28.46,100,0,0,0,0,101.566666666667,0.1,0,0,0
"35",20,3,86.3042857142855,60,6.87,19.16,98,2,0,0,0,100.766666666667,0.9,0,0,0
"36",20,5,85.547142857143,60,3.57,12.6,24,66,10,0,0,58.8,38.8833333333333,3.98333333333333,0,0
"37",30,1,44.6785714285717,30,6.33,11.75,84,16,0,0,0,66.6,36.7,0.0333333333333333,0,0
"38",30,3,45.5185714285715,30,4.74,7.9,22,73,5,0,0,22.6,77.7333333333333,3,0,0
"39",30,5,44.5057142857144,30,2.77,5.59,3,51,39,7,0,8.06666666666667,76.6666666666667,17,1.56666666666667,0.0333333333333333
"40",20,1,44.2985714285716,30,3.83,8.64,100,0,0,0,0,103.133333333333,0.2,0,0,0
"41",20,3,44.2800000000001,30,2.48,4.75,81,17,2,0,0,95.5333333333333,7.6,0.2,0,0
"42",20,5,44.8757142857143,30,1.31,3.38,35,59,5,1,0,71.4333333333333,29.2666666666667,2.46666666666667,0.133333333333333,0.0333333333333333
"43",30,1,43.4642857142859,30,6.16,8.07,49,49,2,0,0,41.8666666666667,60.3,1.16666666666667,0,0
"44",30,3,44.9928571428573,30,4.32,5.63,7,60,32,1,0,9,81.4333333333333,12.1666666666667,0.666666666666667,0.0666666666666667
"45",30,5,44.177142857143,30,3.09,3.81,0,16,57,26,1,2.23333333333333,58.7666666666667,32.4333333333333,9.4,0.5
"46",20,1,42.9842857142858,30,4.15,4.84,95,5,0,0,0,99.7666666666667,3.53333333333333,0.0333333333333333,0,0
"47",20,3,44.8200000000002,30,2.48,3.09,41,54,5,0,0,76.1666666666667,26.3333333333333,0.833333333333333,0,0
"48",20,5,44.5600000000002,30,1.41,2.19,3,55,32,7,3,49.6666666666667,38.8333333333333,11.0333333333333,2.8,1
"49",30,1,44.4814285714286,30,6.38,15.83,99,1,0,0,0,84.5333333333333,18.8,0,0,0
"50",30,3,45.0757142857144,30,4.54,11.22,70,30,0,0,0,54.1333333333333,49.2,0,0,0
"51",30,5,44.0542857142858,30,2.8,7.53,14,72,14,0,0,14.1,83.8333333333333,5.2,0.2,0
"52",20,1,44.83,30,3.86,12.17,100,0,0,0,0,103.333333333333,0,0,0,0
"53",20,3,44.8600000000001,30,2.31,8.2,97,3,0,0,0,102.033333333333,1.3,0,0,0
"54",20,5,44.7900000000001,30,1.59,4.68,70,27,2,1,0,86.5,15.9333333333333,0.866666666666667,0.0333333333333333,0
