"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat","dose1_crmmc_selec","dose2_crmmc_selec","dose3_crmmc_selec","dose4_crmmc_selec","dose5_crmmc_selec"
"1",30,1,1.38371428571429,100,NA,NA,100,0,0,0,0,92.03,3.32,1.98,2.21,1.46,100,0,0,0,0
"2",30,3,1.34628571428571,100,NA,NA,93,6,1,0,0,75.61,14.84,4.42,3.22,2.91,92,7,1,0,0
"3",30,5,1.49857142857143,100,NA,NA,1,40,55,4,0,9.6,35.89,38.89,11.47,5.15,1,39,56,4,0
"4",20,1,1.35171428571428,100,NA,NA,100,0,0,0,0,84.5,7.75,3.37,3.08,2.3,100,0,0,0,0
"5",20,3,1.28914285714286,100,NA,NA,9,63,27,1,0,20.7,45.1,24.63,6.34,4.23,10,61,28,1,0
"6",20,5,1.46885714285714,100,NA,NA,0,0,27,59,14,3.94,9.08,28.87,41.82,17.29,0,0,23,64,13
"7",30,1,1.666,100,NA,NA,100,0,0,0,0,86.59,6.39,2.74,2.9,2.38,100,0,0,0,0
"8",30,3,1.24414285714286,100,NA,NA,24,63,13,0,0,33.57,41.23,15.98,5.53,4.69,22,64,14,0,0
"9",30,5,1.30528571428571,100,NA,NA,0,3,45,47,5,5.3,14.17,35.64,33.26,12.63,0,3,45,46,6
"10",20,1,1.408,100,NA,NA,32,63,4,1,0,38.21,39.46,15.15,4.96,3.22,30,66,4,0,0
"11",20,3,1.54457142857143,100,NA,NA,0,4,57,39,0,5.03,14.18,43.91,30.31,7.57,0,2,56,42,0
"12",20,5,1.36742857142857,100,NA,NA,0,0,1,24,75,2.09,4.57,12.17,31.42,50.75,0,0,0,24,76
"13",30,1,1.40185714285714,100,NA,NA,100,0,0,0,0,94.26,2.49,1.38,1.96,0.91,100,0,0,0,0
"14",30,3,1.41214285714286,100,NA,NA,100,0,0,0,0,89.02,5,2.74,2.44,1.8,100,0,0,0,0
"15",30,5,1.56271428571429,100,NA,NA,38,57,5,0,0,43.14,40.09,10.06,3.92,3.79,38,57,5,0,0
"16",20,1,1.54842857142857,100,NA,NA,100,0,0,0,0,90.84,4.12,2.35,2.33,1.36,100,0,0,0,0
"17",20,3,1.48757142857143,100,NA,NA,83,17,0,0,0,66.24,22.52,5.22,3.85,3.17,83,17,0,0,0
"18",20,5,1.47814285714286,100,NA,NA,1,20,66,13,0,10.56,26.24,41.02,17.15,6.03,0,21,65,14,0
"19",30,1,0.778,60,NA,NA,100,0,0,0,0,86.8666666666667,6.43333333333333,3.23333333333333,3.36666666666667,1.76666666666667,100,0,0,0,0
"20",30,3,0.778428571428572,60,NA,NA,82,17,1,0,0,67.8833333333333,18.5833333333333,6.31666666666667,4.85,4.03333333333333,84,16,0,0,0
"21",30,5,1.11057142857143,60,NA,NA,5,42,46,7,0,15.1333333333333,29.25,32.2166666666667,14.2666666666667,10.8,3,46,43,8,0
"22",20,1,0.787428571428572,60,NA,NA,92,8,0,0,0,70.25,14.1333333333333,6.5,5.16666666666667,5.61666666666667,91,9,0,0,0
"23",20,3,0.802428571428571,60,NA,NA,21,49,29,1,0,25.3833333333333,36.8,23.5333333333333,8.63333333333333,7.31666666666667,14,60,25,1,0
"24",20,5,0.769285714285714,60,NA,NA,0,5,27,55,13,5.65,14.65,27.9833333333333,32.3333333333333,21.05,0,5,27,55,13
"25",30,1,0.705,60,NA,NA,98,2,0,0,0,77.9666666666667,10.75,5.26666666666667,4.15,3.53333333333333,98,2,0,0,0
"26",30,3,0.827428571428572,60,NA,NA,33,51,15,1,0,38.5166666666667,33.9166666666667,16.7666666666667,7.03333333333333,5.43333333333333,33,48,18,1,0
"27",30,5,1.03114285714286,60,NA,NA,0,10,48,37,5,7.53333333333333,18.0833333333333,33.4166666666667,27.6333333333333,15,0,8,49,40,3
"28",20,1,0.852571428571428,60,NA,NA,46,47,7,0,0,39.9833333333333,32.8,15.0166666666667,7.48333333333333,6.38333333333333,47,47,6,0,0
"29",20,3,0.786857142857143,60,NA,NA,1,17,50,29,3,13.4,22.75,33.05,20.3666666666667,12.1,1,17,50,30,2
"30",20,5,0.877428571428571,60,NA,NA,0,1,6,36,57,3.65,7.81666666666667,16.2666666666667,28.3333333333333,45.6,0,1,5,36,58
"31",30,1,0.870428571428572,60,NA,NA,100,0,0,0,0,91.2,4.18333333333333,2.41666666666667,2.98333333333333,0.883333333333333,100,0,0,0,0
"32",30,3,0.886428571428571,60,NA,NA,100,0,0,0,0,80.45,8.4,5,4.7,3.11666666666667,100,0,0,0,0
"33",30,5,0.663857142857143,60,NA,NA,45,45,10,0,0,44.0166666666667,30.25,13.6,7.5,6.3,43,48,9,0,0
"34",20,1,0.734571428571429,60,NA,NA,100,0,0,0,0,84.3666666666667,6.33333333333333,4.05,4.26666666666667,2.65,100,0,0,0,0
"35",20,3,0.725142857142857,60,NA,NA,71,29,0,0,0,56.95,24.0833333333333,9.01666666666667,6.91666666666667,4.7,71,29,0,0,0
"36",20,5,0.945428571428572,60,NA,NA,3,28,56,13,0,14.0333333333333,24.7333333333333,33.5,17.4833333333333,11.9166666666667,3,26,58,13,0
"37",30,1,0.579142857142857,30,NA,NA,100,0,0,0,0,72.1,12.6,6.96666666666667,7.6,4.06666666666667,100,0,0,0,0
"38",30,3,0.57,30,NA,NA,84,14,2,0,0,51.7,19.3333333333333,12.7333333333333,11.4,8.16666666666667,85,11,4,0,0
"39",30,5,0.303,30,NA,NA,20,33,26,17,4,21.1,24.9,23.4333333333333,18.1666666666667,15.7333333333333,21,33,28,14,4
"40",20,1,0.418714285714286,30,NA,NA,88,6,5,1,0,57.5,17.6666666666667,10.9333333333333,9.7,7.53333333333333,88,8,3,1,0
"41",20,3,0.585857142857143,30,NA,NA,34,38,20,7,1,27.4,27.4,18.6666666666667,16.0333333333333,13.8333333333333,33,38,19,10,0
"42",20,5,0.531,30,NA,NA,5,20,33,32,10,10.9,20.3,25.1333333333333,22,25,4,22,26,37,11
"43",30,1,0.442,30,NA,NA,91,5,3,1,0,59.2,16.7666666666667,11.1666666666667,9.56666666666667,6.63333333333333,87,7,6,0,0
"44",30,3,0.313857142857143,30,NA,NA,50,30,14,4,2,35.2333333333333,23.3666666666667,17,14.7,13.0333333333333,45,34,16,4,1
"45",30,5,0.479142857142857,30,NA,NA,12,23,30,25,10,8.46666666666667,19.8333333333333,23,24.9333333333333,27.1,4,26,33,26,11
"46",20,1,0.346428571428571,30,NA,NA,57,28,13,2,0,34.9333333333333,25.0333333333333,17.0666666666667,13.9,12.4,55,30,13,2,0
"47",20,3,0.474857142857143,30,NA,NA,11,26,27,26,10,13.9666666666667,19,20.6,21.9333333333333,27.8333333333333,14,27,21,21,17
"48",20,5,0.543857142857143,30,NA,NA,1,6,27,25,41,5.03333333333333,11.5333333333333,19.5,21.8666666666667,45.4,1,4,27,26,42
"49",30,1,0.478142857142857,30,NA,NA,100,0,0,0,0,79.5666666666667,9.6,5.2,6.4,2.56666666666667,100,0,0,0,0
"50",30,3,0.505428571428571,30,NA,NA,93,7,0,0,0,66.3333333333333,15.0333333333333,8.9,8.2,4.86666666666667,91,9,0,0,0
"51",30,5,0.362571428571429,30,NA,NA,41,37,17,5,0,33.0666666666667,25.3,17.0333333333333,13.9,14.0333333333333,48,33,13,6,0
"52",20,1,0.452571428571429,30,NA,NA,99,1,0,0,0,70.6,11.6,7.26666666666667,8.1,5.76666666666667,99,1,0,0,0
"53",20,3,0.444428571428572,30,NA,NA,71,17,9,2,1,42.7666666666667,21.7666666666667,15.7333333333333,11.7333333333333,11.3333333333333,66,21,12,0,1
"54",20,5,0.393428571428572,30,NA,NA,29,21,26,16,8,18.9,22.3,21.2333333333333,21.8,19.1,23,26,29,15,7
