"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat","dose1_crmmc_selec","dose2_crmmc_selec","dose3_crmmc_selec","dose4_crmmc_selec","dose5_crmmc_selec"
"1",30,1,1.49371428571429,100,NA,NA,100,0,0,0,0,94.21,2.98,1.52,1.61,0.68,100,0,0,0,0
"2",30,3,1.65428571428571,100,NA,NA,0,81,19,0,0,23.21,52.33,19.49,3.45,2.52,1,79,20,0,0
"3",30,5,1.43214285714286,100,NA,NA,0,0,32,67,1,5.95,9.89,37.1,40.96,7.1,0,0,32,67,1
"4",20,1,1.34428571428571,100,NA,NA,100,0,0,0,0,89.4,6.05,2.27,2.26,1.02,100,0,0,0,0
"5",20,3,1.64028571428571,100,NA,NA,0,19,80,1,0,10.49,30.33,50.6,6.11,3.47,0,18,81,1,0
"6",20,5,1.63457142857143,100,NA,NA,0,0,1,54,45,3.28,6.91,13.77,47.13,29.91,0,0,1,49,50
"7",30,1,1.31514285714286,100,NA,NA,100,0,0,0,0,91.39,4.56,1.83,2.23,0.99,100,0,0,0,0
"8",30,3,1.26342857142857,100,NA,NA,0,36,64,0,0,12.54,36.24,44.09,5.26,2.87,0,36,64,0,0
"9",30,5,1.28671428571429,100,NA,NA,0,0,6,74,20,3.91,7.73,19.57,48.21,21.58,0,0,5,75,20
"10",20,1,1.64942857142857,100,NA,NA,73,27,0,0,0,70.3,23.64,2.97,2.58,1.51,74,26,0,0,0
"11",20,3,1.40657142857143,100,NA,NA,0,1,60,39,0,4.25,11.07,45.82,33.73,6.13,0,1,54,45,0
"12",20,5,1.25371428571429,100,NA,NA,0,0,0,8,92,1.71,4.81,8.11,18.49,67.88,0,0,0,7,93
"13",30,1,1.40914285714286,100,NA,NA,100,0,0,0,0,95.76,2.32,1.06,1.52,0.34,100,0,0,0,0
"14",30,3,1.68071428571429,100,NA,NA,21,79,0,0,0,43.84,47.29,5.55,2.48,1.84,21,79,0,0,0
"15",30,5,1.44571428571429,100,NA,NA,0,7,88,5,0,8.18,19.74,53.71,14.82,4.55,0,7,88,5,0
"16",20,1,1.62314285714286,100,NA,NA,100,0,0,0,0,93.92,3.02,1.42,1.95,0.69,100,0,0,0,0
"17",20,3,1.15071428571429,100,NA,NA,0,78,22,0,0,19.29,50.45,25.08,3.54,2.64,2,77,21,0,0
"18",20,5,1.418,100,NA,NA,0,0,31,69,0,4.36,9.69,30.92,47.95,8.08,0,0,30,70,0
"19",30,1,1.03157142857143,60,NA,NA,100,0,0,0,0,91.55,3.93333333333333,2.31666666666667,2.96666666666667,0.9,100,0,0,0,0
"20",30,3,1.01828571428571,60,NA,NA,15,64,21,0,0,34.4833333333333,41.15,16.8,5.53333333333333,3.7,15,64,21,0,0
"21",30,5,0.885857142857142,60,NA,NA,0,5,46,44,5,10.2333333333333,15.1333333333333,34.8166666666667,27.9666666666667,13.5166666666667,0,5,44,45,6
"22",20,1,0.930285714285714,60,NA,NA,98,2,0,0,0,83.9333333333333,9.28333333333333,3.35,3.86666666666667,1.23333333333333,98,2,0,0,0
"23",20,3,0.807428571428571,60,NA,NA,2,31,62,5,0,17.3666666666667,31.7166666666667,36.9666666666667,10.25,5.36666666666667,1,29,65,5,0
"24",20,5,1.00557142857143,60,NA,NA,0,0,5,59,36,4.1,9.43333333333333,21.5333333333333,37.7166666666667,28.8833333333333,0,0,6,55,39
"25",30,1,0.922571428571429,60,NA,NA,99,1,0,0,0,86.4666666666667,7.05,3.23333333333333,3.26666666666667,1.65,100,0,0,0,0
"26",30,3,0.891142857142857,60,NA,NA,2,41,55,2,0,20.4,38.75,28.1833333333333,8.43333333333333,5.9,1,43,53,3,0
"27",30,5,0.802857142857143,60,NA,NA,0,0,17,59,24,5.91666666666667,10.0666666666667,24.9833333333333,35.2666666666667,25.4333333333333,0,0,21,59,20
"28",20,1,0.721285714285714,60,NA,NA,74,25,1,0,0,69.4166666666667,20.5333333333333,5.15,4.08333333333333,2.48333333333333,72,28,0,0,0
"29",20,3,0.921,60,NA,NA,0,7,56,34,3,8.56666666666667,18.5166666666667,41.4333333333333,25.55,7.6,0,5,52,40,3
"30",20,5,0.888285714285714,60,NA,NA,0,0,1,23,76,2.76666666666667,6.53333333333333,11.5833333333333,30.2,50.5833333333333,0,0,0,23,77
"31",30,1,0.971714285714286,60,NA,NA,100,0,0,0,0,93.15,3.81666666666667,1.83333333333333,2.21666666666667,0.65,100,0,0,0,0
"32",30,3,1.03914285714286,60,NA,NA,48,49,3,0,0,57.5833333333333,28.6666666666667,7.4,4.86666666666667,3.15,49,49,2,0,0
"33",30,5,0.753571428571429,60,NA,NA,1,18,68,13,0,13.1666666666667,26.2333333333333,40.6,14.8666666666667,6.8,1,15,73,11,0
"34",20,1,0.917857142857143,60,NA,NA,100,0,0,0,0,90.3666666666667,4.48333333333333,2.43333333333333,3.28333333333333,1.1,100,0,0,0,0
"35",20,3,0.753428571428571,60,NA,NA,3,63,33,1,0,30.7666666666667,39.5666666666667,21.5166666666667,5.61666666666667,4.2,3,63,33,1,0
"36",20,5,0.675142857142857,60,NA,NA,0,1,32,64,3,7.7,13.5,29.5833333333333,37,13.8833333333333,0,1,35,62,2
"37",30,1,0.456,30,NA,NA,99,1,0,0,0,81.1666666666667,9.33333333333333,4.53333333333333,6.3,2,100,0,0,0,0
"38",30,3,0.429571428571429,30,NA,NA,48,36,13,3,0,38,28.3333333333333,17.1,12.3,7.6,47,36,14,3,0
"39",30,5,0.391142857142857,30,NA,NA,6,19,39,28,8,13.6333333333333,21.3333333333333,25.5,22.6,20.2666666666667,7,20,38,29,6
"40",20,1,0.427714285714286,30,NA,NA,98,2,0,0,0,73.5,13.5,5.53333333333333,7.73333333333333,3.06666666666667,99,1,0,0,0
"41",20,3,0.316428571428571,30,NA,NA,33,33,26,8,0,22.6333333333333,28.6,24.5,16.9,10.7,22,40,28,10,0
