"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat","dose1_crmmc_selec","dose2_crmmc_selec","dose3_crmmc_selec","dose4_crmmc_selec","dose5_crmmc_selec"
"1",30,1,1.52614285714286,100,NA,NA,100,0,0,0,0,93.02,3.16,1.8,1.99,1.03,100,0,0,0,0
"2",30,3,1.57985714285714,100,NA,NA,93,7,0,0,0,76.39,13.05,4.64,3.6,3.32,92,8,0,0,0
"3",30,5,1.22142857142857,100,NA,NA,1,30,65,4,0,10.28,30.71,43.44,10.96,5.61,0,33,64,3,0
"4",20,1,1.386,100,NA,NA,97,3,0,0,0,80.98,10.74,3.56,2.94,2.78,97,3,0,0,0
"5",20,3,1.51571428571428,100,NA,NA,5,58,37,0,0,21.92,41.35,25.54,7.63,4.56,4,59,37,0,0
"6",20,5,1.48557142857143,100,NA,NA,0,0,20,72,8,4.52,9.05,27.05,46.43,13.95,0,0,19,72,9
"7",30,1,1.287,100,NA,NA,100,0,0,0,0,85.46,7.13,3.51,2.78,2.12,99,1,0,0,0
"8",30,3,1.39957142857143,100,NA,NA,19,67,14,0,0,29.61,43.79,18.09,5.54,3.97,20,63,17,0,0
"9",30,5,1.57571428571429,100,NA,NA,0,2,51,44,3,5.66,13.68,38.3,32.52,10.84,0,2,52,43,3
"10",20,1,1.27371428571429,100,NA,NA,32,62,6,0,0,38.19,43.42,10.92,5.01,3.46,33,61,6,0,0
"11",20,3,1.36285714285714,100,NA,NA,0,6,61,33,0,5.96,14.25,46.75,26.37,7.67,0,7,59,34,0
"12",20,5,1.44142857142857,100,NA,NA,0,0,3,21,76,1.89,4.97,10.94,25.75,57.45,0,0,3,19,78
"13",30,1,1.27885714285714,100,NA,NA,100,0,0,0,0,94,2.69,1.55,1.9,0.86,100,0,0,0,0
"14",30,3,1.32228571428571,100,NA,NA,100,0,0,0,0,89.4,4.42,2.6,2.66,1.92,100,0,0,0,0
"15",30,5,1.35142857142857,100,NA,NA,42,53,5,0,0,40.57,40.5,12.47,4.1,3.36,43,52,5,0,0
"16",20,1,1.21042857142857,100,NA,NA,100,0,0,0,0,90.32,4.52,2.21,2.38,1.57,100,0,0,0,0
"17",20,3,1.447,100,NA,NA,78,22,0,0,0,67.25,21.83,5.45,3.48,2.99,81,18,1,0,0
"18",20,5,1.44114285714286,100,NA,NA,0,15,78,7,0,8.23,24.01,49.17,13.33,6.26,0,15,78,7,0
"19",30,1,0.798857142857143,60,NA,NA,100,0,0,0,0,85.3,6.33333333333333,3.26666666666667,4.23333333333333,2.53333333333333,100,0,0,0,0
"20",30,3,0.924,60,NA,NA,85,15,0,0,0,65.4666666666667,18.2,8.18333333333333,5.1,4.71666666666667,88,12,0,0,0
"21",30,5,0.812142857142857,60,NA,NA,7,34,52,7,0,15.6666666666667,29.35,32.6833333333333,14.0166666666667,9.95,6,40,47,6,1
"22",20,1,1.12871428571429,60,NA,NA,96,3,1,0,0,74.3666666666667,11.7,6.33333333333333,5.18333333333333,4.08333333333333,96,3,1,0,0
"23",20,3,0.824142857142857,60,NA,NA,21,51,27,1,0,28.8,33.85,23.2166666666667,9.25,6.55,20,53,26,1,0
"24",20,5,1.01357142857143,60,NA,NA,0,8,27,55,10,7.43333333333333,14.75,25.4333333333333,33.2666666666667,20.7833333333333,0,8,27,55,10
"25",30,1,0.760857142857143,60,NA,NA,99,1,0,0,0,76.5833333333333,10.5166666666667,5.16666666666667,5.48333333333333,3.91666666666667,97,3,0,0,0
"26",30,3,0.897571428571429,60,NA,NA,22,61,16,1,0,29.5833333333333,39.5666666666667,17.9333333333333,8.26666666666667,6.31666666666667,22,58,19,1,0
"27",30,5,0.807,60,NA,NA,0,13,38,45,4,9.11666666666667,17.6,29.2333333333333,29.8666666666667,15.85,0,10,43,42,5
"28",20,1,0.659285714285714,60,NA,NA,40,52,8,0,0,39.7166666666667,32.7166666666667,13.1,8.36666666666667,7.76666666666667,42,52,6,0,0
"29",20,3,0.835571428571428,60,NA,NA,2,12,52,29,5,10.5166666666667,18.45,34.75,24.0666666666667,13.8833333333333,2,9,55,30,4
"30",20,5,0.900714285714286,60,NA,NA,0,0,11,28,61,4.23333333333333,9.13333333333333,17.7833333333333,29.7166666666667,40.8,0,0,12,26,62
"31",30,1,0.876714285714286,60,NA,NA,100,0,0,0,0,90.95,3.81666666666667,2.23333333333333,3.25,1.41666666666667,100,0,0,0,0
"32",30,3,1.02314285714286,60,NA,NA,100,0,0,0,0,81.6333333333333,7.41666666666667,4.2,4.81666666666667,3.6,100,0,0,0,0
