"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat"
"1",30,1,145.582857142855,100,29.18,47.85,54,45,1,0,0,49.22,36.99,9.79,3.62,1.38
"2",30,3,144.735714285712,100,25.16,43.06,1,21,66,12,0,7.4,24.94,47.85,15.88,4.93
"3",30,5,143.747142857141,100,21.48,39.9,0,0,3,42,55,1.51,4.61,11.63,36.84,46.41
"4",20,1,144.577142857141,100,17.62,34.95,93,6,1,0,0,92.28,7.09,0.97,0.5,0.16
"5",20,3,146.385714285713,100,13.35,27.25,6,47,46,1,0,28.08,44.28,25.05,2.67,0.92
"6",20,5,143.395714285712,100,12.48,25.95,0,0,11,60,29,8.11,9.62,21.58,40.94,20.75
"7",30,1,143.112857142856,100,30.03,34.07,33,60,7,0,0,36.15,48.3,12.93,2.98,0.64
"8",30,3,144.665714285712,100,26.84,30.54,0,4,77,19,0,4.21,14.53,53.07,24.52,4.67
"9",30,5,145.455714285711,100,22.2,26.96,0,0,0,21,79,0.97,3.42,8.14,26.36,62.11
"10",20,1,145.541428571427,100,17.89,23.13,42,54,4,0,0,56.59,39.42,4.39,0.53,0.07
"11",20,3,144.761428571426,100,15.22,20.13,0,13,63,22,2,15.15,24.74,40.17,18.06,2.88
"12",20,5,145.204285714283,100,13.52,17.64,0,0,3,21,76,5.04,7.12,11.36,22.35,55.13
"13",30,1,143.192857142855,100,29.17,62.41,52,33,14,1,0,50.95,24.78,16.49,6.26,2.52
"14",30,3,147.682857142855,100,25.01,54.32,5,34,56,5,0,10.46,34.61,38.47,12.91,4.55
"15",30,5,141.338571428569,100,19.85,50.16,0,0,12,44,44,2.17,7.97,22.98,33.79,34.09
"16",20,1,143.215714285713,100,18.37,48.68,92,8,0,0,0,93.64,4.82,0.99,1.14,0.41
"17",20,3,146.462857142855,100,12.1,35.77,49,48,3,0,0,71.47,25.09,2.82,0.98,0.64
"18",20,5,144.87857142857,100,10.29,31.49,0,8,52,31,9,13.12,22.18,36.77,20.72,8.21
"19",30,1,86.2828571428571,60,15.67,26.11,51,38,7,4,0,49.15,29.65,14,6.36666666666667,2.5
"20",30,3,85.7314285714287,60,13.78,22.6,2,36,48,13,1,8.36666666666667,33.0333333333333,35.8666666666667,16.2333333333333,8.16666666666667
"21",30,5,86.5914285714287,60,11.23,20.16,0,0,7,41,52,1.88333333333333,6.25,17.6,33.1833333333333,42.75
"22",20,1,86.3885714285715,60,9.88,18.41,90,10,0,0,0,92.9666666666667,6.91666666666667,0.75,0.983333333333333,0.05
"23",20,3,85.6828571428574,60,6.14,13.79,10,65,20,5,0,40.7,43.0166666666667,13.3833333333333,3.26666666666667,1.3
