"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat","dose1_crmmc_selec","dose2_crmmc_selec","dose3_crmmc_selec","dose4_crmmc_selec","dose5_crmmc_selec"
"1",30,1,1.369,100,NA,NA,100,0,0,0,0,97.23,1.82,0.9,0.93,0.12,100,0,0,0,0
"2",30,3,1.36385714285714,100,NA,NA,96,4,0,0,0,92.06,5.96,1.48,1.24,0.26,96,4,0,0,0
"3",30,5,1.50385714285714,100,NA,NA,7,51,41,1,0,32.23,41.66,23.28,2.91,0.92,7,54,39,0,0
"4",20,1,1.39085714285714,100,NA,NA,99,1,0,0,0,94.66,3.23,1.37,1.41,0.33,98,2,0,0,0
"5",20,3,1.21057142857143,100,NA,NA,16,58,25,1,0,41.25,38.47,17.99,2.4,0.89,16,57,26,1,0
"6",20,5,1.40042857142857,100,NA,NA,0,2,40,49,9,13.17,16.72,35.11,28.19,7.81,0,3,37,50,10
"7",30,1,1.06457142857143,100,NA,NA,100,0,0,0,0,96.01,2.43,1.04,1.2,0.32,100,0,0,0,0
"8",30,3,1.28328571428571,100,NA,NA,43,50,7,0,0,60.48,32.61,6.12,1.3,0.49,44,49,7,0,0
"9",30,5,1.328,100,NA,NA,0,6,64,30,0,14.7,20.4,40.76,22.45,2.69,0,4,66,30,0
"10",20,1,1.37728571428571,100,NA,NA,58,42,0,0,0,69.88,26.37,2.39,1.76,0.6,59,41,0,0,0
"11",20,3,1.30557142857143,100,NA,NA,0,12,65,23,0,15.79,26.35,42.82,14,2.04,0,12,65,23,0
"12",20,5,1.59942857142857,100,NA,NA,0,0,3,36,61,7.08,8.89,16.52,35.18,33.33,0,0,4,36,60
"13",30,1,1.47842857142857,100,NA,NA,100,0,0,0,0,98.62,1.26,0.6,0.45,0.07,100,0,0,0,0
"14",30,3,1.50428571428571,100,NA,NA,100,0,0,0,0,97.17,1.88,1.01,0.87,0.07,100,0,0,0,0
"15",30,5,1.55414285714286,100,NA,NA,65,34,1,0,0,69.19,27.19,2.58,1.55,0.49,64,35,1,0,0
"16",20,1,1.27057142857143,100,NA,NA,100,0,0,0,0,97.55,1.64,0.8,0.87,0.14,100,0,0,0,0
"17",20,3,1.48328571428571,100,NA,NA,86,14,0,0,0,87.83,9.7,1.57,1.41,0.49,90,10,0,0,0
"18",20,5,1.48528571428571,100,NA,NA,0,35,61,4,0,21.89,35.16,35.84,6.82,1.29,0,35,61,4,0
"19",30,1,0.769428571428572,60,NA,NA,100,0,0,0,0,96.5166666666667,2.53333333333333,1.23333333333333,1.3,0.0833333333333333,100,0,0,0,0
"20",30,3,0.816428571428572,60,NA,NA,94,6,0,0,0,87.1333333333333,9.05,2.66666666666667,2.01666666666667,0.8,94,6,0,0,0
"21",30,5,0.858714285714286,60,NA,NA,13,57,29,1,0,43.0166666666667,33.7166666666667,18.3166666666667,5,1.61666666666667,15,53,31,1,0
"22",20,1,0.889857142857143,60,NA,NA,100,0,0,0,0,92.1666666666667,4.96666666666667,1.98333333333333,2.06666666666667,0.483333333333333,100,0,0,0,0
"23",20,3,0.903,60,NA,NA,33,57,9,1,0,52.3333333333333,30.15,12.6666666666667,4.23333333333333,2.28333333333333,32,57,10,1,0
"24",20,5,0.886571428571429,60,NA,NA,0,12,52,34,2,20.1,21.8666666666667,32.6833333333333,20.7166666666667,6.3,0,9,54,35,2
"25",30,1,1.01542857142857,60,NA,NA,100,0,0,0,0,93.6833333333333,3.76666666666667,1.81666666666667,1.9,0.5,100,0,0,0,0
