"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat","dose1_crmmc_selec","dose2_crmmc_selec","dose3_crmmc_selec","dose4_crmmc_selec","dose5_crmmc_selec"
"1",30,1,1.64571428571428,100,NA,NA,100,0,0,0,0,91.66,3.48,2.17,2.18,1.51,100,0,0,0,0
"2",30,3,1.60985714285714,100,NA,NA,91,9,0,0,0,70.73,17.82,6.04,3.59,2.82,91,9,0,0,0
"3",30,5,1.61971428571428,100,NA,NA,1,33,61,5,0,10.99,31.08,40.5,12.17,6.26,0,33,63,4,0
"4",20,1,1.33485714285714,100,NA,NA,99,1,0,0,0,84.05,8.62,3.08,2.97,2.28,99,1,0,0,0
"5",20,3,1.56471428571429,100,NA,NA,6,59,35,0,0,20.92,43.41,25.73,6.59,4.35,6,60,34,0,0
"6",20,5,1.65742857142857,100,NA,NA,0,0,25,70,5,5.05,9.27,30.77,41.77,14.14,0,0,25,68,7
"7",30,1,1.36871428571429,100,NA,NA,100,0,0,0,0,87.77,5.78,3.17,2.72,1.56,100,0,0,0,0
"8",30,3,1.27071428571429,100,NA,NA,19,70,11,0,0,27.34,47.13,17.46,5.18,3.89,20,72,8,0,0
"9",30,5,1.47257142857143,100,NA,NA,0,3,44,51,2,3.91,11.41,36.31,36.75,12.62,0,2,43,53,2
"10",20,1,1.43171428571429,100,NA,NA,43,50,7,0,0,47.47,36.73,9.44,3.99,3.37,42,51,7,0,0
"11",20,3,1.38271428571429,100,NA,NA,0,4,59,37,0,5.35,16.86,45.09,26.6,7.1,0,3,61,36,0
"12",20,5,1.38171428571429,100,NA,NA,0,0,2,26,72,2.21,4.97,12.14,34.29,47.39,0,0,0,28,72
"13",30,1,1.36757142857143,100,NA,NA,100,0,0,0,0,94.14,2.69,1.4,2.01,0.76,100,0,0,0,0
"14",30,3,1.54028571428571,100,NA,NA,100,0,0,0,0,90.35,4.21,2.47,2.3,1.67,100,0,0,0,0
"15",30,5,1.43057142857143,100,NA,NA,44,50,6,0,0,43.37,38.67,10.43,4.74,3.79,42,52,6,0,0
"16",20,1,1.30514285714286,100,NA,NA,100,0,0,0,0,91.02,3.99,2.01,2.3,1.68,100,0,0,0,0
"17",20,3,1.52928571428571,100,NA,NA,79,20,1,0,0,64.66,22.34,7.24,3.7,3.06,80,19,1,0,0
"18",20,5,1.21985714285714,100,NA,NA,0,20,71,8,1,9.79,27.58,43.67,13.56,6.4,0,17,72,11,0
"19",30,1,0.967428571428572,60,NA,NA,100,0,0,0,0,85.05,6.46666666666667,3.48333333333333,3.95,2.71666666666667,100,0,0,0,0
"20",30,3,0.864571428571429,60,NA,NA,86,14,0,0,0,67.1333333333333,16.8833333333333,8,5.28333333333333,4.36666666666667,87,13,0,0,0
"21",30,5,0.855,60,NA,NA,6,36,52,6,0,17.8166666666667,29.4833333333333,32.8,12.8333333333333,8.73333333333333,6,37,50,7,0
"22",20,1,0.861142857142857,60,NA,NA,98,2,0,0,0,76.0833333333333,12.4666666666667,4.86666666666667,4.71666666666667,3.53333333333333,98,2,0,0,0
"23",20,3,0.853,60,NA,NA,11,52,34,3,0,25.6833333333333,33.7,24.55,10.6833333333333,7.05,13,54,30,3,0
"24",20,5,0.736571428571428,60,NA,NA,0,3,32,55,10,8.01666666666667,14.9666666666667,29.4833333333333,29.2,20,0,4,33,49,14
"25",30,1,1.04842857142857,60,NA,NA,98,1,1,0,0,76.7833333333333,10.3833333333333,5.61666666666667,5.08333333333333,3.8,97,2,1,0,0
"26",30,3,0.835,60,NA,NA,34,52,14,0,0,34.4,33.4166666666667,19.3333333333333,7.41666666666667,7.1,35,52,13,0,0
"27",30,5,0.897,60,NA,NA,0,9,39,46,6,7.51666666666667,15.9333333333333,32.4,28.2,17.6166666666667,0,7,45,42,6
"28",20,1,0.689428571428572,60,NA,NA,44,43,13,0,0,40.7666666666667,34.55,14.1333333333333,6.36666666666667,5.85,41,45,14,0,0
"29",20,3,0.815,60,NA,NA,2,20,43,34,1,12.2166666666667,20.8166666666667,33.15,23.0833333333333,12.4,1,20,49,28,2
"30",20,5,0.945,60,NA,NA,0,0,9,37,54,4.75,9.91666666666667,17.6166666666667,29.3833333333333,40,0,0,7,38,55
"31",30,1,0.847428571428571,60,NA,NA,100,0,0,0,0,89.8833333333333,4,2.58333333333333,3.2,2,100,0,0,0,0
"32",30,3,0.853571428571428,60,NA,NA,100,0,0,0,0,83.1333333333333,7.33333333333333,4.11666666666667,4.05,3.03333333333333,100,0,0,0,0
"33",30,5,0.846428571428572,60,NA,NA,43,49,8,0,0,41.35,32.7333333333333,12.6333333333333,7.7,7.25,44,49,7,0,0
"34",20,1,0.934,60,NA,NA,100,0,0,0,0,85.65,6.23333333333333,3.75,3.63333333333333,2.4,100,0,0,0,0
"35",20,3,0.870428571428571,60,NA,NA,67,31,2,0,0,58.2666666666667,23.7333333333333,9.83333333333333,5.63333333333333,4.2,62,35,3,0,0
"36",20,5,0.810428571428571,60,NA,NA,3,36,50,11,0,15.2833333333333,28.2833333333333,31.1333333333333,15.95,11.0166666666667,1,35,52,12,0
"37",30,1,0.444285714285714,30,NA,NA,99,1,0,0,0,74.4333333333333,13.1,5.3,6.93333333333333,3.56666666666667,98,2,0,0,0
"38",30,3,0.455285714285714,30,NA,NA,81,17,2,0,0,52.6666666666667,20.5333333333333,12.5666666666667,10.3333333333333,7.23333333333333,84,12,4,0,0
"39",30,5,0.304857142857143,30,NA,NA,30,28,26,11,5,19.9,22.4,21.4666666666667,20.5333333333333,19.0333333333333,30,28,24,14,4
