"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat","dose1_crmmc_selec","dose2_crmmc_selec","dose3_crmmc_selec","dose4_crmmc_selec","dose5_crmmc_selec"
"1",30,1,1.46485714285714,100,NA,NA,100,0,0,0,0,94.11,3.1,1.45,1.72,0.62,100,0,0,0,0
"2",30,3,1.52885714285714,100,NA,NA,3,83,14,0,0,21.67,56.26,17.23,3.48,2.36,4,85,11,0,0
"3",30,5,1.61085714285714,100,NA,NA,0,0,39,61,0,5.35,10.56,39.92,39.47,5.7,0,0,40,60,0
"4",20,1,1.39414285714286,100,NA,NA,100,0,0,0,0,91.38,4.69,1.87,2.08,0.98,100,0,0,0,0
"5",20,3,1.60185714285714,100,NA,NA,0,20,80,0,0,10.35,30.06,50.88,6.69,3.02,0,25,75,0,0
"6",20,5,1.22528571428571,100,NA,NA,0,0,1,56,43,3.71,6.09,13.78,42.65,34.77,0,0,1,56,43
"7",30,1,1.88085714285714,100,NA,NA,100,0,0,0,0,90.93,5.07,1.89,2.14,0.97,100,0,0,0,0
"8",30,3,1.37028571428571,100,NA,NA,0,30,70,0,0,12.37,33.61,46.93,5.46,2.63,0,33,67,0,0
"9",30,5,1.37914285714286,100,NA,NA,0,0,8,67,25,2.79,6.15,18.81,50.75,22.5,0,0,8,68,24
"10",20,1,1.47971428571429,100,NA,NA,78,22,0,0,0,70.36,23.86,3.45,1.97,1.36,78,22,0,0,0
"11",20,3,1.336,100,NA,NA,0,0,68,32,0,6.28,11,51.29,26.23,6.2,0,0,68,32,0
"12",20,5,1.51042857142857,100,NA,NA,0,0,0,10,90,1.72,4.04,7.93,22.54,64.77,0,0,0,10,90
"13",30,1,1.226,100,NA,NA,100,0,0,0,0,95.73,2.07,1.19,1.5,0.51,100,0,0,0,0
"14",30,3,1.38471428571429,100,NA,NA,38,62,0,0,0,49.24,43.07,4.64,2.44,1.61,36,64,0,0,0
"15",30,5,1.16357142857143,100,NA,NA,0,7,90,3,0,9.17,21.32,55.02,11.49,4,0,5,93,2,0
"16",20,1,1.08157142857143,100,NA,NA,100,0,0,0,0,94.35,2.8,1.43,1.81,0.61,100,0,0,0,0
"17",20,3,1.49385714285714,100,NA,NA,3,72,25,0,0,22.29,52.14,21.49,2.77,2.31,2,75,23,0,0
"18",20,5,1.29485714285714,100,NA,NA,0,0,22,75,3,5.36,9.59,28.84,46.59,10.62,0,0,20,76,4
"19",30,1,0.869857142857143,60,NA,NA,100,0,0,0,0,90.05,5.06666666666667,2.28333333333333,3.23333333333333,1.03333333333333,100,0,0,0,0
"20",30,3,1.07871428571429,60,NA,NA,6,71,23,0,0,31.7333333333333,42.15,18.2666666666667,5.3,4.21666666666667,9,72,19,0,0
"21",30,5,0.842285714285714,60,NA,NA,0,4,44,50,2,9.3,17.1833333333333,36.15,29.5333333333333,9.5,0,3,46,50,1
"22",20,1,0.824571428571429,60,NA,NA,98,2,0,0,0,84.0333333333333,9.16666666666667,3.03333333333333,3.45,1.98333333333333,99,1,0,0,0
