"","dlttarget","targetdose","avgduration","n","avgDLT","avgDR","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec","dose1_treat","dose2_treat","dose3_treat","dose4_treat","dose5_treat","dose1_crmmc_selec","dose2_crmmc_selec","dose3_crmmc_selec","dose4_crmmc_selec","dose5_crmmc_selec"
"1",30,1,1.56985714285714,100,NA,NA,100,0,0,0,0,97.72,1.74,0.76,0.69,0.09,100,0,0,0,0
"2",30,3,1.24757142857143,100,NA,NA,99,1,0,0,0,93.93,4.57,1.26,1.01,0.23,99,1,0,0,0
"3",30,5,1.71842857142857,100,NA,NA,4,52,44,0,0,31.11,38.17,26.55,4.26,0.91,4,53,43,0,0
"4",20,1,1.50757142857143,100,NA,NA,100,0,0,0,0,95.3,2.96,1.36,1.16,0.22,100,0,0,0,0
"5",20,3,1.35814285714286,100,NA,NA,16,65,19,0,0,40.08,44.28,13.94,1.87,0.83,16,67,17,0,0
"6",20,5,1.46342857142857,100,NA,NA,0,3,44,48,5,12.66,16.35,36,31.4,4.59,0,3,42,50,5
"7",30,1,1.59285714285714,100,NA,NA,100,0,0,0,0,95.93,2.64,1.1,1.15,0.18,100,0,0,0,0
"8",30,3,1.39328571428571,100,NA,NA,43,53,4,0,0,63.39,29.78,5.6,1.54,0.69,43,54,3,0,0
"9",30,5,1.45828571428571,100,NA,NA,0,5,52,43,0,14.66,19.69,37.86,25.98,2.81,0,6,48,46,0
"10",20,1,1.45985714285714,100,NA,NA,49,51,0,0,0,68.39,27.01,3.57,1.41,0.62,50,50,0,0,0
"11",20,3,1.56914285714286,100,NA,NA,0,13,67,20,0,18.18,27.23,43.17,11.29,1.13,0,12,67,21,0
"12",20,5,1.29242857142857,100,NA,NA,0,0,2,39,59,6.54,9.14,17.7,37.46,30.16,0,0,1,40,59
"13",30,1,1.35957142857143,100,NA,NA,100,0,0,0,0,98.63,1.11,0.62,0.55,0.09,100,0,0,0,0
"14",30,3,1.31314285714286,100,NA,NA,100,0,0,0,0,96.37,2.36,1.06,1.01,0.2,100,0,0,0,0
"15",30,5,1.199,100,NA,NA,65,33,2,0,0,70.87,24,3.77,1.73,0.63,64,34,2,0,0
"16",20,1,1.52671428571429,100,NA,NA,100,0,0,0,0,97.48,1.71,0.91,0.73,0.17,100,0,0,0,0
"17",20,3,1.50414285714286,100,NA,NA,95,5,0,0,0,90.54,7.16,1.57,1.31,0.42,95,5,0,0,0
"18",20,5,1.36528571428571,100,NA,NA,1,34,65,0,0,22.11,37.3,34.95,5.23,1.41,1,33,65,1,0
